,City_poll,Type_of_Location,ClusterId,year_number,month_number
594,BADLAPUR,Industrial,,2012,1.0
595,BADLAPUR,Industrial,,2012,2.0
596,BADLAPUR,Industrial,,2012,3.0
597,BADLAPUR,Industrial,,2012,4.0
598,BADLAPUR,Industrial,,2012,5.0
599,BADLAPUR,Industrial,,2012,6.0
600,BADLAPUR,Industrial,,2012,7.0
601,BADLAPUR,Industrial,,2012,8.0
602,BADLAPUR,Industrial,,2012,9.0
603,BADLAPUR,Industrial,,2012,10.0
604,BADLAPUR,Industrial,,2012,11.0
605,BADLAPUR,Industrial,,2012,12.0
606,BADLAPUR,Industrial,,2013,1.0
607,BADLAPUR,Industrial,,2013,2.0
608,BADLAPUR,Industrial,,2013,3.0
609,BADLAPUR,Industrial,,2013,4.0
610,BADLAPUR,Industrial,,2013,5.0
611,BADLAPUR,Industrial,,2013,6.0
612,BADLAPUR,Industrial,,2013,7.0
613,BADLAPUR,Industrial,,2013,8.0
614,BADLAPUR,Industrial,,2013,9.0
615,BADLAPUR,Industrial,,2013,10.0
616,BADLAPUR,Industrial,,2013,11.0
617,BADLAPUR,Industrial,,2013,12.0
618,BADLAPUR,Industrial,,2014,1.0
619,BADLAPUR,Industrial,,2014,2.0
620,BADLAPUR,Industrial,,2014,3.0
621,BADLAPUR,Industrial,,2014,4.0
622,BADLAPUR,Industrial,,2014,5.0
623,BADLAPUR,Industrial,,2014,6.0
624,BADLAPUR,Industrial,,2014,7.0
625,BADLAPUR,Industrial,,2014,8.0
626,BADLAPUR,Industrial,,2014,9.0
627,BADLAPUR,Industrial,,2014,10.0
628,BADLAPUR,Industrial,,2014,11.0
629,BADLAPUR,Industrial,,2014,12.0
630,BADLAPUR,Industrial,,2015,1.0
631,BADLAPUR,Industrial,,2015,2.0
632,BADLAPUR,Industrial,,2015,3.0
633,BADLAPUR,Industrial,,2015,4.0
634,BADLAPUR,Industrial,,2015,5.0
635,BADLAPUR,Industrial,,2015,6.0
636,BADLAPUR,Industrial,,2015,7.0
637,BADLAPUR,Industrial,,2015,8.0
638,BADLAPUR,Industrial,,2015,9.0
639,BADLAPUR,Industrial,,2015,10.0
640,BADLAPUR,Industrial,,2015,11.0
641,BADLAPUR,Industrial,,2015,12.0
1143,CHANDRAPUR,Unknown,,1992,2.0
1144,CHANDRAPUR,Unknown,,1992,3.0
1145,CHANDRAPUR,Unknown,,1992,4.0
1128,CHANDRAPUR,Residential,,1994,4.0
1136,CHANDRAPUR,Unknown,,1994,4.0
1129,CHANDRAPUR,Residential,1.0,1994,5.0
1130,CHANDRAPUR,Residential,1.0,1994,6.0
1137,CHANDRAPUR,Unknown,,1994,6.0
1131,CHANDRAPUR,Residential,0.0,1994,7.0
1138,CHANDRAPUR,Unknown,3.0,1994,7.0
1132,CHANDRAPUR,Residential,1.0,1994,8.0
1139,CHANDRAPUR,Unknown,1.0,1994,8.0
1133,CHANDRAPUR,Residential,1.0,1994,9.0
1140,CHANDRAPUR,Unknown,1.0,1994,9.0
1134,CHANDRAPUR,Residential,,1994,11.0
1141,CHANDRAPUR,Unknown,,1994,11.0
1127,CHANDRAPUR,Industrial,,1994,12.0
1135,CHANDRAPUR,Residential,0.0,1994,12.0
1142,CHANDRAPUR,Unknown,0.0,1994,12.0
642,CHANDRAPUR,Industrial,1.0,1996,1.0
654,CHANDRAPUR,Residential,1.0,1996,1.0
666,CHANDRAPUR,Unknown,1.0,1996,1.0
643,CHANDRAPUR,Industrial,1.0,1996,2.0
655,CHANDRAPUR,Residential,1.0,1996,2.0
667,CHANDRAPUR,Unknown,1.0,1996,2.0
644,CHANDRAPUR,Industrial,0.0,1996,3.0
656,CHANDRAPUR,Residential,0.0,1996,3.0
668,CHANDRAPUR,Unknown,1.0,1996,3.0
645,CHANDRAPUR,Industrial,0.0,1996,4.0
657,CHANDRAPUR,Residential,0.0,1996,4.0
669,CHANDRAPUR,Unknown,0.0,1996,4.0
646,CHANDRAPUR,Industrial,1.0,1996,5.0
658,CHANDRAPUR,Residential,0.0,1996,5.0
670,CHANDRAPUR,Unknown,1.0,1996,5.0
647,CHANDRAPUR,Industrial,1.0,1996,6.0
659,CHANDRAPUR,Residential,1.0,1996,6.0
671,CHANDRAPUR,Unknown,1.0,1996,6.0
648,CHANDRAPUR,Industrial,1.0,1996,7.0
660,CHANDRAPUR,Residential,1.0,1996,7.0
672,CHANDRAPUR,Unknown,1.0,1996,7.0
649,CHANDRAPUR,Industrial,0.0,1996,8.0
661,CHANDRAPUR,Residential,0.0,1996,8.0
673,CHANDRAPUR,Unknown,0.0,1996,8.0
650,CHANDRAPUR,Industrial,1.0,1996,9.0
662,CHANDRAPUR,Residential,1.0,1996,9.0
674,CHANDRAPUR,Unknown,1.0,1996,9.0
651,CHANDRAPUR,Industrial,1.0,1996,10.0
663,CHANDRAPUR,Residential,1.0,1996,10.0
675,CHANDRAPUR,Unknown,1.0,1996,10.0
652,CHANDRAPUR,Industrial,1.0,1996,11.0
664,CHANDRAPUR,Residential,1.0,1996,11.0
676,CHANDRAPUR,Unknown,1.0,1996,11.0
653,CHANDRAPUR,Industrial,1.0,1996,12.0
665,CHANDRAPUR,Residential,0.0,1996,12.0
677,CHANDRAPUR,Unknown,1.0,1996,12.0
678,CHANDRAPUR,Industrial,1.0,1997,1.0
690,CHANDRAPUR,Residential,1.0,1997,1.0
702,CHANDRAPUR,Unknown,1.0,1997,1.0
679,CHANDRAPUR,Industrial,1.0,1997,2.0
691,CHANDRAPUR,Residential,1.0,1997,2.0
703,CHANDRAPUR,Unknown,1.0,1997,2.0
680,CHANDRAPUR,Industrial,1.0,1997,3.0
692,CHANDRAPUR,Residential,1.0,1997,3.0
704,CHANDRAPUR,Unknown,1.0,1997,3.0
681,CHANDRAPUR,Industrial,0.0,1997,4.0
693,CHANDRAPUR,Residential,0.0,1997,4.0
705,CHANDRAPUR,Unknown,0.0,1997,4.0
682,CHANDRAPUR,Industrial,1.0,1997,5.0
694,CHANDRAPUR,Residential,1.0,1997,5.0
706,CHANDRAPUR,Unknown,1.0,1997,5.0
683,CHANDRAPUR,Industrial,1.0,1997,6.0
695,CHANDRAPUR,Residential,1.0,1997,6.0
707,CHANDRAPUR,Unknown,0.0,1997,6.0
684,CHANDRAPUR,Industrial,1.0,1997,7.0
696,CHANDRAPUR,Residential,1.0,1997,7.0
708,CHANDRAPUR,Unknown,1.0,1997,7.0
685,CHANDRAPUR,Industrial,1.0,1997,8.0
697,CHANDRAPUR,Residential,1.0,1997,8.0
709,CHANDRAPUR,Unknown,1.0,1997,8.0
686,CHANDRAPUR,Industrial,1.0,1997,9.0
698,CHANDRAPUR,Residential,1.0,1997,9.0
687,CHANDRAPUR,Industrial,1.0,1997,10.0
699,CHANDRAPUR,Residential,1.0,1997,10.0
688,CHANDRAPUR,Industrial,1.0,1997,11.0
700,CHANDRAPUR,Residential,1.0,1997,11.0
689,CHANDRAPUR,Industrial,0.0,1997,12.0
701,CHANDRAPUR,Residential,0.0,1997,12.0
710,CHANDRAPUR,Unknown,,1997,12.0
711,CHANDRAPUR,Industrial,1.0,1998,1.0
723,CHANDRAPUR,Residential,1.0,1998,1.0
735,CHANDRAPUR,Unknown,1.0,1998,1.0
712,CHANDRAPUR,Industrial,1.0,1998,2.0
724,CHANDRAPUR,Residential,1.0,1998,2.0
736,CHANDRAPUR,Unknown,1.0,1998,2.0
713,CHANDRAPUR,Industrial,1.0,1998,3.0
725,CHANDRAPUR,Residential,1.0,1998,3.0
737,CHANDRAPUR,Unknown,1.0,1998,3.0
714,CHANDRAPUR,Industrial,1.0,1998,4.0
726,CHANDRAPUR,Residential,1.0,1998,4.0
738,CHANDRAPUR,Unknown,1.0,1998,4.0
715,CHANDRAPUR,Industrial,1.0,1998,5.0
727,CHANDRAPUR,Residential,1.0,1998,5.0
739,CHANDRAPUR,Unknown,1.0,1998,5.0
716,CHANDRAPUR,Industrial,1.0,1998,6.0
728,CHANDRAPUR,Residential,1.0,1998,6.0
740,CHANDRAPUR,Unknown,1.0,1998,6.0
717,CHANDRAPUR,Industrial,1.0,1998,7.0
729,CHANDRAPUR,Residential,1.0,1998,7.0
741,CHANDRAPUR,Unknown,1.0,1998,7.0
718,CHANDRAPUR,Industrial,1.0,1998,8.0
730,CHANDRAPUR,Residential,1.0,1998,8.0
742,CHANDRAPUR,Unknown,1.0,1998,8.0
719,CHANDRAPUR,Industrial,1.0,1998,9.0
731,CHANDRAPUR,Residential,1.0,1998,9.0
743,CHANDRAPUR,Unknown,1.0,1998,9.0
720,CHANDRAPUR,Industrial,1.0,1998,10.0
732,CHANDRAPUR,Residential,1.0,1998,10.0
744,CHANDRAPUR,Unknown,1.0,1998,10.0
721,CHANDRAPUR,Industrial,1.0,1998,11.0
733,CHANDRAPUR,Residential,1.0,1998,11.0
745,CHANDRAPUR,Unknown,0.0,1998,11.0
722,CHANDRAPUR,Industrial,1.0,1998,12.0
734,CHANDRAPUR,Residential,1.0,1998,12.0
746,CHANDRAPUR,Unknown,1.0,1998,12.0
747,CHANDRAPUR,Industrial,1.0,1999,1.0
758,CHANDRAPUR,Residential,1.0,1999,1.0
770,CHANDRAPUR,Unknown,1.0,1999,1.0
748,CHANDRAPUR,Industrial,1.0,1999,2.0
759,CHANDRAPUR,Residential,1.0,1999,2.0
771,CHANDRAPUR,Unknown,1.0,1999,2.0
749,CHANDRAPUR,Industrial,1.0,1999,3.0
760,CHANDRAPUR,Residential,1.0,1999,3.0
772,CHANDRAPUR,Unknown,1.0,1999,3.0
761,CHANDRAPUR,Residential,1.0,1999,4.0
750,CHANDRAPUR,Industrial,,1999,5.0
762,CHANDRAPUR,Residential,0.0,1999,5.0
773,CHANDRAPUR,Unknown,,1999,5.0
751,CHANDRAPUR,Industrial,1.0,1999,6.0
763,CHANDRAPUR,Residential,1.0,1999,6.0
774,CHANDRAPUR,Unknown,1.0,1999,6.0
752,CHANDRAPUR,Industrial,0.0,1999,7.0
764,CHANDRAPUR,Residential,0.0,1999,7.0
775,CHANDRAPUR,Unknown,0.0,1999,7.0
753,CHANDRAPUR,Industrial,1.0,1999,8.0
765,CHANDRAPUR,Residential,1.0,1999,8.0
776,CHANDRAPUR,Unknown,1.0,1999,8.0
754,CHANDRAPUR,Industrial,1.0,1999,9.0
766,CHANDRAPUR,Residential,1.0,1999,9.0
777,CHANDRAPUR,Unknown,1.0,1999,9.0
755,CHANDRAPUR,Industrial,1.0,1999,10.0
767,CHANDRAPUR,Residential,1.0,1999,10.0
778,CHANDRAPUR,Unknown,1.0,1999,10.0
756,CHANDRAPUR,Industrial,0.0,1999,11.0
768,CHANDRAPUR,Residential,0.0,1999,11.0
779,CHANDRAPUR,Unknown,0.0,1999,11.0
757,CHANDRAPUR,Industrial,2.0,1999,12.0
769,CHANDRAPUR,Residential,1.0,1999,12.0
780,CHANDRAPUR,Unknown,2.0,1999,12.0
781,CHANDRAPUR,Industrial,0.0,2000,1.0
793,CHANDRAPUR,Residential,0.0,2000,1.0
805,CHANDRAPUR,Unknown,0.0,2000,1.0
782,CHANDRAPUR,Industrial,1.0,2000,2.0
794,CHANDRAPUR,Residential,1.0,2000,2.0
806,CHANDRAPUR,Unknown,1.0,2000,2.0
783,CHANDRAPUR,Industrial,1.0,2000,3.0
795,CHANDRAPUR,Residential,1.0,2000,3.0
807,CHANDRAPUR,Unknown,1.0,2000,3.0
784,CHANDRAPUR,Industrial,1.0,2000,4.0
796,CHANDRAPUR,Residential,1.0,2000,4.0
808,CHANDRAPUR,Unknown,1.0,2000,4.0
785,CHANDRAPUR,Industrial,1.0,2000,5.0
797,CHANDRAPUR,Residential,1.0,2000,5.0
809,CHANDRAPUR,Unknown,1.0,2000,5.0
786,CHANDRAPUR,Industrial,1.0,2000,6.0
798,CHANDRAPUR,Residential,1.0,2000,6.0
810,CHANDRAPUR,Unknown,1.0,2000,6.0
787,CHANDRAPUR,Industrial,1.0,2000,7.0
799,CHANDRAPUR,Residential,1.0,2000,7.0
811,CHANDRAPUR,Unknown,1.0,2000,7.0
788,CHANDRAPUR,Industrial,1.0,2000,8.0
800,CHANDRAPUR,Residential,1.0,2000,8.0
812,CHANDRAPUR,Unknown,1.0,2000,8.0
789,CHANDRAPUR,Industrial,1.0,2000,9.0
801,CHANDRAPUR,Residential,1.0,2000,9.0
813,CHANDRAPUR,Unknown,1.0,2000,9.0
790,CHANDRAPUR,Industrial,1.0,2000,10.0
802,CHANDRAPUR,Residential,1.0,2000,10.0
814,CHANDRAPUR,Unknown,1.0,2000,10.0
791,CHANDRAPUR,Industrial,1.0,2000,11.0
803,CHANDRAPUR,Residential,1.0,2000,11.0
815,CHANDRAPUR,Unknown,1.0,2000,11.0
792,CHANDRAPUR,Industrial,1.0,2000,12.0
804,CHANDRAPUR,Residential,1.0,2000,12.0
816,CHANDRAPUR,Unknown,1.0,2000,12.0
817,CHANDRAPUR,Industrial,1.0,2001,1.0
823,CHANDRAPUR,Residential,1.0,2001,1.0
829,CHANDRAPUR,Unknown,1.0,2001,1.0
818,CHANDRAPUR,Industrial,1.0,2001,2.0
824,CHANDRAPUR,Residential,1.0,2001,2.0
830,CHANDRAPUR,Unknown,1.0,2001,2.0
819,CHANDRAPUR,Industrial,,2001,9.0
825,CHANDRAPUR,Residential,,2001,9.0
831,CHANDRAPUR,Unknown,,2001,9.0
820,CHANDRAPUR,Industrial,1.0,2001,10.0
826,CHANDRAPUR,Residential,1.0,2001,10.0
832,CHANDRAPUR,Unknown,1.0,2001,10.0
821,CHANDRAPUR,Industrial,1.0,2001,11.0
827,CHANDRAPUR,Residential,1.0,2001,11.0
833,CHANDRAPUR,Unknown,1.0,2001,11.0
822,CHANDRAPUR,Industrial,1.0,2001,12.0
828,CHANDRAPUR,Residential,1.0,2001,12.0
834,CHANDRAPUR,Unknown,1.0,2001,12.0
835,CHANDRAPUR,Industrial,,2002,1.0
847,CHANDRAPUR,Residential,,2002,1.0
859,CHANDRAPUR,Unknown,,2002,1.0
836,CHANDRAPUR,Industrial,,2002,2.0
848,CHANDRAPUR,Residential,,2002,2.0
860,CHANDRAPUR,Unknown,,2002,2.0
837,CHANDRAPUR,Industrial,,2002,3.0
849,CHANDRAPUR,Residential,,2002,3.0
861,CHANDRAPUR,Unknown,,2002,3.0
838,CHANDRAPUR,Industrial,,2002,4.0
850,CHANDRAPUR,Residential,,2002,4.0
839,CHANDRAPUR,Industrial,,2002,5.0
851,CHANDRAPUR,Residential,,2002,5.0
840,CHANDRAPUR,Industrial,,2002,6.0
852,CHANDRAPUR,Residential,,2002,6.0
841,CHANDRAPUR,Industrial,,2002,7.0
853,CHANDRAPUR,Residential,,2002,7.0
842,CHANDRAPUR,Industrial,,2002,8.0
854,CHANDRAPUR,Residential,,2002,8.0
843,CHANDRAPUR,Industrial,,2002,9.0
855,CHANDRAPUR,Residential,1.0,2002,9.0
844,CHANDRAPUR,Industrial,,2002,10.0
856,CHANDRAPUR,Residential,0.0,2002,10.0
845,CHANDRAPUR,Industrial,1.0,2002,11.0
857,CHANDRAPUR,Residential,0.0,2002,11.0
846,CHANDRAPUR,Industrial,2.0,2002,12.0
858,CHANDRAPUR,Residential,1.0,2002,12.0
862,CHANDRAPUR,Unknown,,2002,12.0
863,CHANDRAPUR,Industrial,,2005,1.0
875,CHANDRAPUR,Residential,1.0,2005,1.0
864,CHANDRAPUR,Industrial,,2005,2.0
876,CHANDRAPUR,Residential,1.0,2005,2.0
865,CHANDRAPUR,Industrial,0.0,2005,3.0
877,CHANDRAPUR,Residential,0.0,2005,3.0
866,CHANDRAPUR,Industrial,1.0,2005,4.0
878,CHANDRAPUR,Residential,1.0,2005,4.0
867,CHANDRAPUR,Industrial,1.0,2005,5.0
879,CHANDRAPUR,Residential,1.0,2005,5.0
868,CHANDRAPUR,Industrial,0.0,2005,6.0
880,CHANDRAPUR,Residential,0.0,2005,6.0
869,CHANDRAPUR,Industrial,1.0,2005,7.0
881,CHANDRAPUR,Residential,1.0,2005,7.0
870,CHANDRAPUR,Industrial,1.0,2005,8.0
882,CHANDRAPUR,Residential,1.0,2005,8.0
871,CHANDRAPUR,Industrial,1.0,2005,9.0
883,CHANDRAPUR,Residential,0.0,2005,9.0
872,CHANDRAPUR,Industrial,1.0,2005,10.0
884,CHANDRAPUR,Residential,1.0,2005,10.0
873,CHANDRAPUR,Industrial,1.0,2005,11.0
885,CHANDRAPUR,Residential,1.0,2005,11.0
874,CHANDRAPUR,Industrial,1.0,2005,12.0
886,CHANDRAPUR,Residential,1.0,2005,12.0
887,CHANDRAPUR,Industrial,0.0,2006,1.0
899,CHANDRAPUR,Residential,1.0,2006,1.0
888,CHANDRAPUR,Industrial,1.0,2006,2.0
900,CHANDRAPUR,Residential,1.0,2006,2.0
889,CHANDRAPUR,Industrial,0.0,2006,3.0
901,CHANDRAPUR,Residential,1.0,2006,3.0
890,CHANDRAPUR,Industrial,1.0,2006,4.0
902,CHANDRAPUR,Residential,1.0,2006,4.0
891,CHANDRAPUR,Industrial,1.0,2006,5.0
903,CHANDRAPUR,Residential,1.0,2006,5.0
892,CHANDRAPUR,Industrial,1.0,2006,6.0
904,CHANDRAPUR,Residential,1.0,2006,6.0
893,CHANDRAPUR,Industrial,1.0,2006,7.0
905,CHANDRAPUR,Residential,1.0,2006,7.0
894,CHANDRAPUR,Industrial,1.0,2006,8.0
906,CHANDRAPUR,Residential,0.0,2006,8.0
895,CHANDRAPUR,Industrial,1.0,2006,9.0
907,CHANDRAPUR,Residential,1.0,2006,9.0
896,CHANDRAPUR,Industrial,1.0,2006,10.0
908,CHANDRAPUR,Residential,1.0,2006,10.0
897,CHANDRAPUR,Industrial,1.0,2006,11.0
909,CHANDRAPUR,Residential,1.0,2006,11.0
898,CHANDRAPUR,Industrial,1.0,2006,12.0
910,CHANDRAPUR,Residential,1.0,2006,12.0
911,CHANDRAPUR,Industrial,1.0,2007,1.0
923,CHANDRAPUR,Residential,1.0,2007,1.0
912,CHANDRAPUR,Industrial,0.0,2007,2.0
924,CHANDRAPUR,Residential,0.0,2007,2.0
913,CHANDRAPUR,Industrial,1.0,2007,3.0
925,CHANDRAPUR,Residential,1.0,2007,3.0
914,CHANDRAPUR,Industrial,0.0,2007,4.0
926,CHANDRAPUR,Residential,1.0,2007,4.0
915,CHANDRAPUR,Industrial,1.0,2007,5.0
927,CHANDRAPUR,Residential,0.0,2007,5.0
916,CHANDRAPUR,Industrial,1.0,2007,6.0
928,CHANDRAPUR,Residential,1.0,2007,6.0
917,CHANDRAPUR,Industrial,0.0,2007,7.0
929,CHANDRAPUR,Residential,0.0,2007,7.0
918,CHANDRAPUR,Industrial,1.0,2007,8.0
930,CHANDRAPUR,Residential,1.0,2007,8.0
919,CHANDRAPUR,Industrial,0.0,2007,9.0
931,CHANDRAPUR,Residential,1.0,2007,9.0
920,CHANDRAPUR,Industrial,1.0,2007,10.0
932,CHANDRAPUR,Residential,1.0,2007,10.0
921,CHANDRAPUR,Industrial,1.0,2007,11.0
933,CHANDRAPUR,Residential,1.0,2007,11.0
922,CHANDRAPUR,Industrial,1.0,2007,12.0
934,CHANDRAPUR,Residential,1.0,2007,12.0
935,CHANDRAPUR,Industrial,1.0,2008,1.0
947,CHANDRAPUR,Residential,1.0,2008,1.0
936,CHANDRAPUR,Industrial,0.0,2008,2.0
948,CHANDRAPUR,Residential,0.0,2008,2.0
937,CHANDRAPUR,Industrial,1.0,2008,3.0
949,CHANDRAPUR,Residential,1.0,2008,3.0
938,CHANDRAPUR,Industrial,1.0,2008,4.0
950,CHANDRAPUR,Residential,1.0,2008,4.0
939,CHANDRAPUR,Industrial,1.0,2008,5.0
951,CHANDRAPUR,Residential,1.0,2008,5.0
940,CHANDRAPUR,Industrial,0.0,2008,6.0
952,CHANDRAPUR,Residential,0.0,2008,6.0
941,CHANDRAPUR,Industrial,1.0,2008,7.0
953,CHANDRAPUR,Residential,0.0,2008,7.0
942,CHANDRAPUR,Industrial,1.0,2008,8.0
954,CHANDRAPUR,Residential,0.0,2008,8.0
943,CHANDRAPUR,Industrial,1.0,2008,9.0
955,CHANDRAPUR,Residential,1.0,2008,9.0
944,CHANDRAPUR,Industrial,1.0,2008,10.0
956,CHANDRAPUR,Residential,0.0,2008,10.0
945,CHANDRAPUR,Industrial,1.0,2008,11.0
957,CHANDRAPUR,Residential,0.0,2008,11.0
946,CHANDRAPUR,Industrial,1.0,2008,12.0
958,CHANDRAPUR,Residential,1.0,2008,12.0
959,CHANDRAPUR,Industrial,1.0,2009,1.0
971,CHANDRAPUR,Residential,0.0,2009,1.0
960,CHANDRAPUR,Industrial,1.0,2009,2.0
972,CHANDRAPUR,Residential,1.0,2009,2.0
961,CHANDRAPUR,Industrial,0.0,2009,3.0
973,CHANDRAPUR,Residential,1.0,2009,3.0
962,CHANDRAPUR,Industrial,1.0,2009,4.0
974,CHANDRAPUR,Residential,1.0,2009,4.0
963,CHANDRAPUR,Industrial,0.0,2009,5.0
975,CHANDRAPUR,Residential,1.0,2009,5.0
964,CHANDRAPUR,Industrial,1.0,2009,6.0
976,CHANDRAPUR,Residential,0.0,2009,6.0
965,CHANDRAPUR,Industrial,2.0,2009,7.0
977,CHANDRAPUR,Residential,0.0,2009,7.0
966,CHANDRAPUR,Industrial,0.0,2009,8.0
978,CHANDRAPUR,Residential,1.0,2009,8.0
967,CHANDRAPUR,Industrial,2.0,2009,9.0
979,CHANDRAPUR,Residential,1.0,2009,9.0
968,CHANDRAPUR,Industrial,1.0,2009,10.0
980,CHANDRAPUR,Residential,1.0,2009,10.0
969,CHANDRAPUR,Industrial,0.0,2009,11.0
981,CHANDRAPUR,Residential,1.0,2009,11.0
970,CHANDRAPUR,Industrial,1.0,2009,12.0
982,CHANDRAPUR,Residential,0.0,2009,12.0
983,CHANDRAPUR,Industrial,0.0,2010,1.0
995,CHANDRAPUR,Residential,2.0,2010,1.0
984,CHANDRAPUR,Industrial,0.0,2010,2.0
996,CHANDRAPUR,Residential,0.0,2010,2.0
985,CHANDRAPUR,Industrial,2.0,2010,3.0
997,CHANDRAPUR,Residential,1.0,2010,3.0
986,CHANDRAPUR,Industrial,0.0,2010,4.0
998,CHANDRAPUR,Residential,2.0,2010,4.0
987,CHANDRAPUR,Industrial,1.0,2010,5.0
999,CHANDRAPUR,Residential,0.0,2010,5.0
988,CHANDRAPUR,Industrial,0.0,2010,6.0
1000,CHANDRAPUR,Residential,0.0,2010,6.0
989,CHANDRAPUR,Industrial,1.0,2010,7.0
1001,CHANDRAPUR,Residential,0.0,2010,7.0
990,CHANDRAPUR,Industrial,0.0,2010,8.0
1002,CHANDRAPUR,Residential,1.0,2010,8.0
991,CHANDRAPUR,Industrial,1.0,2010,9.0
1003,CHANDRAPUR,Residential,2.0,2010,9.0
992,CHANDRAPUR,Industrial,2.0,2010,10.0
1004,CHANDRAPUR,Residential,0.0,2010,10.0
993,CHANDRAPUR,Industrial,0.0,2010,11.0
1005,CHANDRAPUR,Residential,1.0,2010,11.0
994,CHANDRAPUR,Industrial,1.0,2010,12.0
1006,CHANDRAPUR,Residential,1.0,2010,12.0
1007,CHANDRAPUR,Industrial,,2011,1.0
1019,CHANDRAPUR,Residential,,2011,1.0
1008,CHANDRAPUR,Industrial,,2011,2.0
1020,CHANDRAPUR,Residential,,2011,2.0
1009,CHANDRAPUR,Industrial,,2011,3.0
1021,CHANDRAPUR,Residential,,2011,3.0
1010,CHANDRAPUR,Industrial,,2011,4.0
1022,CHANDRAPUR,Residential,,2011,4.0
1011,CHANDRAPUR,Industrial,,2011,5.0
1023,CHANDRAPUR,Residential,,2011,5.0
1012,CHANDRAPUR,Industrial,,2011,6.0
1024,CHANDRAPUR,Residential,,2011,6.0
1013,CHANDRAPUR,Industrial,,2011,7.0
1025,CHANDRAPUR,Residential,,2011,7.0
1014,CHANDRAPUR,Industrial,,2011,8.0
1026,CHANDRAPUR,Residential,,2011,8.0
1015,CHANDRAPUR,Industrial,,2011,9.0
1027,CHANDRAPUR,Residential,,2011,9.0
1016,CHANDRAPUR,Industrial,,2011,10.0
1028,CHANDRAPUR,Residential,,2011,10.0
1017,CHANDRAPUR,Industrial,,2011,11.0
1029,CHANDRAPUR,Residential,,2011,11.0
1018,CHANDRAPUR,Industrial,,2011,12.0
1030,CHANDRAPUR,Residential,,2011,12.0
1031,CHANDRAPUR,Industrial,,2012,1.0
1043,CHANDRAPUR,Residential,,2012,1.0
1032,CHANDRAPUR,Industrial,,2012,2.0
1044,CHANDRAPUR,Residential,,2012,2.0
1033,CHANDRAPUR,Industrial,,2012,3.0
1045,CHANDRAPUR,Residential,,2012,3.0
1034,CHANDRAPUR,Industrial,,2012,4.0
1046,CHANDRAPUR,Residential,,2012,4.0
1035,CHANDRAPUR,Industrial,,2012,5.0
1047,CHANDRAPUR,Residential,,2012,5.0
1036,CHANDRAPUR,Industrial,,2012,6.0
1048,CHANDRAPUR,Residential,,2012,6.0
1037,CHANDRAPUR,Industrial,,2012,7.0
1049,CHANDRAPUR,Residential,,2012,7.0
1038,CHANDRAPUR,Industrial,,2012,8.0
1050,CHANDRAPUR,Residential,,2012,8.0
1039,CHANDRAPUR,Industrial,,2012,9.0
1051,CHANDRAPUR,Residential,,2012,9.0
1040,CHANDRAPUR,Industrial,,2012,10.0
1052,CHANDRAPUR,Residential,,2012,10.0
1041,CHANDRAPUR,Industrial,,2012,11.0
1053,CHANDRAPUR,Residential,,2012,11.0
1042,CHANDRAPUR,Industrial,,2012,12.0
1054,CHANDRAPUR,Residential,,2012,12.0
1055,CHANDRAPUR,Industrial,,2013,1.0
1067,CHANDRAPUR,Residential,,2013,1.0
1056,CHANDRAPUR,Industrial,,2013,2.0
1068,CHANDRAPUR,Residential,,2013,2.0
1057,CHANDRAPUR,Industrial,,2013,3.0
1069,CHANDRAPUR,Residential,,2013,3.0
1058,CHANDRAPUR,Industrial,,2013,4.0
1070,CHANDRAPUR,Residential,,2013,4.0
1059,CHANDRAPUR,Industrial,,2013,5.0
1071,CHANDRAPUR,Residential,,2013,5.0
1060,CHANDRAPUR,Industrial,,2013,6.0
1072,CHANDRAPUR,Residential,,2013,6.0
1061,CHANDRAPUR,Industrial,,2013,7.0
1073,CHANDRAPUR,Residential,,2013,7.0
1062,CHANDRAPUR,Industrial,,2013,8.0
1074,CHANDRAPUR,Residential,,2013,8.0
1063,CHANDRAPUR,Industrial,,2013,9.0
1075,CHANDRAPUR,Residential,,2013,9.0
1064,CHANDRAPUR,Industrial,,2013,10.0
1076,CHANDRAPUR,Residential,,2013,10.0
1065,CHANDRAPUR,Industrial,,2013,11.0
1077,CHANDRAPUR,Residential,,2013,11.0
1066,CHANDRAPUR,Industrial,,2013,12.0
1078,CHANDRAPUR,Residential,,2013,12.0
1079,CHANDRAPUR,Industrial,,2014,1.0
1091,CHANDRAPUR,Residential,,2014,1.0
1080,CHANDRAPUR,Industrial,,2014,2.0
1092,CHANDRAPUR,Residential,,2014,2.0
1081,CHANDRAPUR,Industrial,,2014,3.0
1093,CHANDRAPUR,Residential,,2014,3.0
1082,CHANDRAPUR,Industrial,,2014,4.0
1094,CHANDRAPUR,Residential,,2014,4.0
1083,CHANDRAPUR,Industrial,,2014,5.0
1095,CHANDRAPUR,Residential,,2014,5.0
1084,CHANDRAPUR,Industrial,,2014,6.0
1096,CHANDRAPUR,Residential,,2014,6.0
1085,CHANDRAPUR,Industrial,,2014,7.0
1097,CHANDRAPUR,Residential,,2014,7.0
1086,CHANDRAPUR,Industrial,,2014,8.0
1098,CHANDRAPUR,Residential,,2014,8.0
1087,CHANDRAPUR,Industrial,,2014,9.0
1099,CHANDRAPUR,Residential,,2014,9.0
1088,CHANDRAPUR,Industrial,,2014,10.0
1100,CHANDRAPUR,Residential,,2014,10.0
