,City_poll,Type_of_Location,ClusterId,year_number,month_number
4231,PUNE,Unknown,2.0,2001,12.0
4232,PUNE,Industrial,0.0,2002,1.0
4244,PUNE,Unknown,0.0,2002,1.0
4233,PUNE,Industrial,1.0,2002,2.0
4245,PUNE,Unknown,2.0,2002,2.0
4234,PUNE,Industrial,1.0,2002,3.0
4246,PUNE,Unknown,0.0,2002,3.0
4235,PUNE,Industrial,1.0,2002,4.0
4247,PUNE,Unknown,1.0,2002,4.0
4236,PUNE,Industrial,1.0,2002,5.0
4248,PUNE,Unknown,0.0,2002,5.0
4237,PUNE,Industrial,1.0,2002,6.0
4249,PUNE,Unknown,1.0,2002,6.0
4238,PUNE,Industrial,1.0,2002,7.0
4250,PUNE,Unknown,0.0,2002,7.0
4239,PUNE,Industrial,1.0,2002,8.0
4251,PUNE,Unknown,0.0,2002,8.0
4240,PUNE,Industrial,1.0,2002,9.0
4252,PUNE,Unknown,1.0,2002,9.0
4241,PUNE,Industrial,1.0,2002,10.0
4253,PUNE,Unknown,2.0,2002,10.0
4242,PUNE,Industrial,1.0,2002,11.0
4254,PUNE,Unknown,1.0,2002,11.0
4243,PUNE,Industrial,0.0,2002,12.0
4255,PUNE,Unknown,0.0,2002,12.0
4256,PUNE,Industrial,0.0,2004,1.0
4268,PUNE,Residential,,2004,1.0
4257,PUNE,Industrial,1.0,2004,2.0
4269,PUNE,Residential,1.0,2004,2.0
4258,PUNE,Industrial,1.0,2004,3.0
4270,PUNE,Residential,1.0,2004,3.0
4259,PUNE,Industrial,0.0,2004,4.0
4271,PUNE,Residential,0.0,2004,4.0
4260,PUNE,Industrial,1.0,2004,5.0
4272,PUNE,Residential,1.0,2004,5.0
4261,PUNE,Industrial,1.0,2004,6.0
4273,PUNE,Residential,1.0,2004,6.0
4262,PUNE,Industrial,1.0,2004,7.0
4274,PUNE,Residential,1.0,2004,7.0
4263,PUNE,Industrial,1.0,2004,8.0
4275,PUNE,Residential,1.0,2004,8.0
4264,PUNE,Industrial,1.0,2004,9.0
4276,PUNE,Residential,1.0,2004,9.0
4265,PUNE,Industrial,1.0,2004,10.0
4277,PUNE,Residential,1.0,2004,10.0
4266,PUNE,Industrial,1.0,2004,11.0
4278,PUNE,Residential,1.0,2004,11.0
4267,PUNE,Industrial,1.0,2004,12.0
4279,PUNE,Residential,1.0,2004,12.0
4280,PUNE,Industrial,0.0,2005,1.0
4292,PUNE,Residential,1.0,2005,1.0
4281,PUNE,Industrial,1.0,2005,2.0
4293,PUNE,Residential,1.0,2005,2.0
4282,PUNE,Industrial,1.0,2005,3.0
4294,PUNE,Residential,1.0,2005,3.0
4283,PUNE,Industrial,1.0,2005,4.0
4295,PUNE,Residential,0.0,2005,4.0
4284,PUNE,Industrial,1.0,2005,5.0
4296,PUNE,Residential,1.0,2005,5.0
4285,PUNE,Industrial,0.0,2005,6.0
4297,PUNE,Residential,0.0,2005,6.0
4286,PUNE,Industrial,1.0,2005,7.0
4298,PUNE,Residential,1.0,2005,7.0
4287,PUNE,Industrial,1.0,2005,8.0
4299,PUNE,Residential,1.0,2005,8.0
4288,PUNE,Industrial,1.0,2005,9.0
4300,PUNE,Residential,1.0,2005,9.0
4289,PUNE,Industrial,1.0,2005,10.0
4301,PUNE,Residential,1.0,2005,10.0
4290,PUNE,Industrial,1.0,2005,11.0
4302,PUNE,Residential,1.0,2005,11.0
4291,PUNE,Industrial,1.0,2005,12.0
4303,PUNE,Residential,1.0,2005,12.0
4304,PUNE,Industrial,1.0,2006,1.0
4316,PUNE,Residential,1.0,2006,1.0
4305,PUNE,Industrial,0.0,2006,2.0
4317,PUNE,Residential,1.0,2006,2.0
4306,PUNE,Industrial,1.0,2006,3.0
4318,PUNE,Residential,0.0,2006,3.0
4307,PUNE,Industrial,1.0,2006,4.0
4319,PUNE,Residential,1.0,2006,4.0
4308,PUNE,Industrial,0.0,2006,5.0
4320,PUNE,Residential,1.0,2006,5.0
4309,PUNE,Industrial,1.0,2006,6.0
4321,PUNE,Residential,0.0,2006,6.0
4310,PUNE,Industrial,0.0,2006,7.0
4322,PUNE,Residential,0.0,2006,7.0
4311,PUNE,Industrial,1.0,2006,8.0
4323,PUNE,Residential,1.0,2006,8.0
4312,PUNE,Industrial,0.0,2006,9.0
4324,PUNE,Residential,1.0,2006,9.0
4313,PUNE,Industrial,1.0,2006,10.0
4325,PUNE,Residential,0.0,2006,10.0
4314,PUNE,Industrial,1.0,2006,11.0
4326,PUNE,Residential,0.0,2006,11.0
4315,PUNE,Industrial,0.0,2006,12.0
4327,PUNE,Residential,1.0,2006,12.0
4328,PUNE,Industrial,1.0,2007,1.0
4340,PUNE,Residential,0.0,2007,1.0
4329,PUNE,Industrial,1.0,2007,2.0
4341,PUNE,Residential,0.0,2007,2.0
4330,PUNE,Industrial,0.0,2007,3.0
4342,PUNE,Residential,1.0,2007,3.0
4331,PUNE,Industrial,0.0,2007,4.0
4343,PUNE,Residential,0.0,2007,4.0
4332,PUNE,Industrial,0.0,2007,5.0
4344,PUNE,Residential,1.0,2007,5.0
4333,PUNE,Industrial,0.0,2007,6.0
4345,PUNE,Residential,0.0,2007,6.0
4334,PUNE,Industrial,1.0,2007,7.0
4346,PUNE,Residential,1.0,2007,7.0
4335,PUNE,Industrial,0.0,2007,8.0
4347,PUNE,Residential,1.0,2007,8.0
4336,PUNE,Industrial,1.0,2007,9.0
4348,PUNE,Residential,0.0,2007,9.0
4337,PUNE,Industrial,1.0,2007,10.0
4349,PUNE,Residential,1.0,2007,10.0
4338,PUNE,Industrial,1.0,2007,11.0
4350,PUNE,Residential,1.0,2007,11.0
4339,PUNE,Industrial,1.0,2007,12.0
4351,PUNE,Residential,1.0,2007,12.0
4352,PUNE,Industrial,1.0,2008,1.0
4364,PUNE,Residential,1.0,2008,1.0
4353,PUNE,Industrial,1.0,2008,2.0
4365,PUNE,Residential,1.0,2008,2.0
4354,PUNE,Industrial,0.0,2008,3.0
4366,PUNE,Residential,0.0,2008,3.0
4355,PUNE,Industrial,2.0,2008,4.0
4367,PUNE,Residential,1.0,2008,4.0
4356,PUNE,Industrial,0.0,2008,5.0
4368,PUNE,Residential,0.0,2008,5.0
4357,PUNE,Industrial,0.0,2008,6.0
4369,PUNE,Residential,1.0,2008,6.0
4358,PUNE,Industrial,1.0,2008,7.0
4370,PUNE,Residential,1.0,2008,7.0
4359,PUNE,Industrial,1.0,2008,8.0
4371,PUNE,Residential,0.0,2008,8.0
4360,PUNE,Industrial,0.0,2008,9.0
4372,PUNE,Residential,1.0,2008,9.0
4361,PUNE,Industrial,2.0,2008,10.0
4373,PUNE,Residential,2.0,2008,10.0
4362,PUNE,Industrial,0.0,2008,11.0
4374,PUNE,Residential,0.0,2008,11.0
4363,PUNE,Industrial,2.0,2008,12.0
4375,PUNE,Residential,1.0,2008,12.0
4376,PUNE,Industrial,0.0,2009,1.0
4388,PUNE,Residential,1.0,2009,1.0
4377,PUNE,Industrial,1.0,2009,2.0
4389,PUNE,Residential,1.0,2009,2.0
4378,PUNE,Industrial,0.0,2009,3.0
4390,PUNE,Residential,0.0,2009,3.0
4379,PUNE,Industrial,1.0,2009,4.0
4391,PUNE,Residential,1.0,2009,4.0
4380,PUNE,Industrial,0.0,2009,5.0
4392,PUNE,Residential,0.0,2009,5.0
4381,PUNE,Industrial,1.0,2009,6.0
4393,PUNE,Residential,1.0,2009,6.0
4382,PUNE,Industrial,1.0,2009,7.0
4394,PUNE,Residential,1.0,2009,7.0
4383,PUNE,Industrial,0.0,2009,8.0
4395,PUNE,Residential,0.0,2009,8.0
4384,PUNE,Industrial,1.0,2009,9.0
4396,PUNE,Residential,1.0,2009,9.0
4385,PUNE,Industrial,1.0,2009,10.0
4397,PUNE,Residential,1.0,2009,10.0
4386,PUNE,Industrial,1.0,2009,11.0
4398,PUNE,Residential,0.0,2009,11.0
4387,PUNE,Industrial,1.0,2009,12.0
4399,PUNE,Residential,1.0,2009,12.0
4400,PUNE,Industrial,1.0,2010,1.0
4412,PUNE,Residential,1.0,2010,1.0
4401,PUNE,Industrial,1.0,2010,2.0
4413,PUNE,Residential,0.0,2010,2.0
4402,PUNE,Industrial,1.0,2010,3.0
4414,PUNE,Residential,1.0,2010,3.0
4403,PUNE,Industrial,0.0,2010,4.0
4415,PUNE,Residential,1.0,2010,4.0
4404,PUNE,Industrial,0.0,2010,5.0
4416,PUNE,Residential,1.0,2010,5.0
4405,PUNE,Industrial,1.0,2010,6.0
4417,PUNE,Residential,0.0,2010,6.0
4406,PUNE,Industrial,0.0,2010,7.0
4418,PUNE,Residential,1.0,2010,7.0
4407,PUNE,Industrial,1.0,2010,8.0
4419,PUNE,Residential,0.0,2010,8.0
4408,PUNE,Industrial,1.0,2010,9.0
4420,PUNE,Residential,1.0,2010,9.0
4409,PUNE,Industrial,1.0,2010,10.0
4421,PUNE,Residential,1.0,2010,10.0
4410,PUNE,Industrial,0.0,2010,11.0
4422,PUNE,Residential,1.0,2010,11.0
4411,PUNE,Industrial,2.0,2010,12.0
4423,PUNE,Residential,1.0,2010,12.0
4424,PUNE,Industrial,,2011,1.0
4436,PUNE,Residential,,2011,1.0
4425,PUNE,Industrial,,2011,2.0
4437,PUNE,Residential,,2011,2.0
4426,PUNE,Industrial,,2011,3.0
4438,PUNE,Residential,,2011,3.0
4427,PUNE,Industrial,,2011,4.0
4439,PUNE,Residential,,2011,4.0
4428,PUNE,Industrial,,2011,5.0
4440,PUNE,Residential,,2011,5.0
4429,PUNE,Industrial,,2011,6.0
4441,PUNE,Residential,,2011,6.0
4430,PUNE,Industrial,,2011,7.0
4442,PUNE,Residential,,2011,7.0
4431,PUNE,Industrial,,2011,8.0
4443,PUNE,Residential,,2011,8.0
4432,PUNE,Industrial,,2011,9.0
4444,PUNE,Residential,,2011,9.0
4433,PUNE,Industrial,,2011,10.0
4445,PUNE,Residential,,2011,10.0
4434,PUNE,Industrial,,2011,11.0
4446,PUNE,Residential,,2011,11.0
4435,PUNE,Industrial,,2011,12.0
4447,PUNE,Residential,,2011,12.0
4448,PUNE,Industrial,,2012,1.0
4460,PUNE,Residential,,2012,1.0
4449,PUNE,Industrial,,2012,2.0
4461,PUNE,Residential,,2012,2.0
4450,PUNE,Industrial,,2012,3.0
4462,PUNE,Residential,,2012,3.0
4451,PUNE,Industrial,,2012,4.0
4463,PUNE,Residential,,2012,4.0
4452,PUNE,Industrial,,2012,5.0
4464,PUNE,Residential,,2012,5.0
4453,PUNE,Industrial,,2012,6.0
4465,PUNE,Residential,,2012,6.0
4454,PUNE,Industrial,,2012,7.0
4466,PUNE,Residential,,2012,7.0
4455,PUNE,Industrial,,2012,8.0
4467,PUNE,Residential,,2012,8.0
4456,PUNE,Industrial,,2012,9.0
4468,PUNE,Residential,,2012,9.0
4457,PUNE,Industrial,,2012,10.0
4469,PUNE,Residential,,2012,10.0
4458,PUNE,Industrial,,2012,11.0
4470,PUNE,Residential,,2012,11.0
4459,PUNE,Industrial,,2012,12.0
4471,PUNE,Residential,,2012,12.0
4472,PUNE,Industrial,,2013,1.0
4484,PUNE,Residential,,2013,1.0
4473,PUNE,Industrial,,2013,2.0
4485,PUNE,Residential,,2013,2.0
4474,PUNE,Industrial,,2013,3.0
4486,PUNE,Residential,,2013,3.0
4475,PUNE,Industrial,,2013,4.0
4487,PUNE,Residential,,2013,4.0
4476,PUNE,Industrial,,2013,5.0
4488,PUNE,Residential,,2013,5.0
4477,PUNE,Industrial,,2013,6.0
4489,PUNE,Residential,,2013,6.0
4478,PUNE,Industrial,,2013,7.0
4490,PUNE,Residential,,2013,7.0
4479,PUNE,Industrial,,2013,8.0
4491,PUNE,Residential,,2013,8.0
4480,PUNE,Industrial,,2013,9.0
4492,PUNE,Residential,,2013,9.0
4481,PUNE,Industrial,,2013,10.0
4493,PUNE,Residential,,2013,10.0
4482,PUNE,Industrial,,2013,11.0
4494,PUNE,Residential,,2013,11.0
4483,PUNE,Industrial,,2013,12.0
4495,PUNE,Residential,,2013,12.0
4496,PUNE,Industrial,,2014,1.0
4508,PUNE,Residential,,2014,1.0
4497,PUNE,Industrial,,2014,2.0
4509,PUNE,Residential,,2014,2.0
4498,PUNE,Industrial,,2014,3.0
4510,PUNE,Residential,,2014,3.0
4499,PUNE,Industrial,,2014,4.0
4511,PUNE,Residential,,2014,4.0
4500,PUNE,Industrial,,2014,5.0
4512,PUNE,Residential,,2014,5.0
4501,PUNE,Industrial,,2014,6.0
4513,PUNE,Residential,,2014,6.0
4502,PUNE,Industrial,,2014,7.0
4514,PUNE,Residential,,2014,7.0
4503,PUNE,Industrial,,2014,8.0
4515,PUNE,Residential,,2014,8.0
4504,PUNE,Industrial,,2014,9.0
4516,PUNE,Residential,,2014,9.0
4505,PUNE,Industrial,,2014,10.0
4517,PUNE,Residential,,2014,10.0
4506,PUNE,Industrial,,2014,11.0
4518,PUNE,Residential,,2014,11.0
4507,PUNE,Industrial,,2014,12.0
4519,PUNE,Residential,,2014,12.0
4520,PUNE,Industrial,,2015,1.0
4531,PUNE,Residential,,2015,1.0
4521,PUNE,Industrial,,2015,2.0
4532,PUNE,Residential,,2015,2.0
4522,PUNE,Industrial,,2015,3.0
4533,PUNE,Residential,,2015,3.0
4523,PUNE,Industrial,,2015,4.0
4534,PUNE,Residential,,2015,4.0
4524,PUNE,Industrial,,2015,5.0
4535,PUNE,Residential,,2015,5.0
4525,PUNE,Industrial,,2015,6.0
4536,PUNE,Residential,,2015,6.0
4526,PUNE,Industrial,,2015,7.0
4537,PUNE,Residential,,2015,7.0
4527,PUNE,Industrial,,2015,8.0
4538,PUNE,Residential,,2015,8.0
4528,PUNE,Industrial,,2015,10.0
4539,PUNE,Residential,,2015,10.0
4529,PUNE,Industrial,,2015,11.0
4540,PUNE,Residential,,2015,11.0
4530,PUNE,Industrial,,2015,12.0
4541,PUNE,Residential,,2015,12.0
4592,ROHA,Industrial,,2010,1.0
4604,ROHA,Residential,,2010,1.0
4593,ROHA,Industrial,1.0,2010,2.0
4605,ROHA,Residential,1.0,2010,2.0
4594,ROHA,Industrial,1.0,2010,3.0
4606,ROHA,Residential,1.0,2010,3.0
4595,ROHA,Industrial,1.0,2010,4.0
4607,ROHA,Residential,1.0,2010,4.0
4596,ROHA,Industrial,0.0,2010,5.0
4608,ROHA,Residential,0.0,2010,5.0
4597,ROHA,Industrial,1.0,2010,6.0
4609,ROHA,Residential,1.0,2010,6.0
4598,ROHA,Industrial,1.0,2010,7.0
4610,ROHA,Residential,1.0,2010,7.0
4599,ROHA,Industrial,0.0,2010,8.0
4611,ROHA,Residential,0.0,2010,8.0
4600,ROHA,Industrial,1.0,2010,9.0
4612,ROHA,Residential,1.0,2010,9.0
4601,ROHA,Industrial,1.0,2010,10.0
4613,ROHA,Residential,1.0,2010,10.0
4602,ROHA,Industrial,1.0,2010,11.0
4614,ROHA,Residential,1.0,2010,11.0
4603,ROHA,Industrial,0.0,2010,12.0
4615,ROHA,Residential,0.0,2010,12.0
4616,ROHA,Industrial,,2011,1.0
4628,ROHA,Residential,,2011,1.0
4617,ROHA,Industrial,,2011,2.0
4629,ROHA,Residential,,2011,2.0
4618,ROHA,Industrial,,2011,3.0
4630,ROHA,Residential,,2011,3.0
4619,ROHA,Industrial,,2011,4.0
4631,ROHA,Residential,,2011,4.0
4620,ROHA,Industrial,,2011,5.0
4632,ROHA,Residential,,2011,5.0
4621,ROHA,Industrial,,2011,6.0
4633,ROHA,Residential,,2011,6.0
4622,ROHA,Industrial,,2011,7.0
4634,ROHA,Residential,,2011,7.0
4623,ROHA,Industrial,,2011,8.0
4635,ROHA,Residential,,2011,8.0
4624,ROHA,Industrial,,2011,9.0
4636,ROHA,Residential,,2011,9.0
4625,ROHA,Industrial,,2011,10.0
4637,ROHA,Residential,,2011,10.0
4626,ROHA,Industrial,,2011,11.0
4638,ROHA,Residential,,2011,11.0
4627,ROHA,Industrial,,2011,12.0
4639,ROHA,Residential,,2011,12.0
4640,SANGLI,Industrial,,2010,1.0
4641,SANGLI,Industrial,1.0,2010,2.0
4642,SANGLI,Industrial,1.0,2010,3.0
4643,SANGLI,Industrial,0.0,2010,4.0
4644,SANGLI,Industrial,1.0,2010,5.0
4645,SANGLI,Industrial,1.0,2010,6.0
4646,SANGLI,Industrial,1.0,2010,7.0
4647,SANGLI,Industrial,1.0,2010,8.0
4648,SANGLI,Industrial,1.0,2010,9.0
4649,SANGLI,Industrial,1.0,2010,10.0
4650,SANGLI,Industrial,0.0,2010,11.0
4651,SANGLI,Industrial,1.0,2010,12.0
4652,SANGLI,Industrial,,2011,1.0
4664,SANGLI,Residential,,2011,1.0
4653,SANGLI,Industrial,,2011,2.0
4665,SANGLI,Residential,,2011,2.0
4654,SANGLI,Industrial,,2011,3.0
4666,SANGLI,Residential,,2011,3.0
4655,SANGLI,Industrial,,2011,4.0
4667,SANGLI,Residential,,2011,4.0
4656,SANGLI,Industrial,,2011,5.0
4668,SANGLI,Residential,,2011,5.0
4657,SANGLI,Industrial,,2011,6.0
4669,SANGLI,Residential,,2011,6.0
4658,SANGLI,Industrial,,2011,7.0
4670,SANGLI,Residential,,2011,7.0
4659,SANGLI,Industrial,,2011,8.0
4671,SANGLI,Residential,,2011,8.0
4660,SANGLI,Industrial,,2011,9.0
4672,SANGLI,Residential,,2011,9.0
4661,SANGLI,Industrial,,2011,10.0
4673,SANGLI,Residential,,2011,10.0
4662,SANGLI,Industrial,,2011,11.0
4674,SANGLI,Residential,,2011,11.0
4663,SANGLI,Industrial,,2011,12.0
4675,SANGLI,Residential,,2011,12.0
4676,SANGLI,Industrial,,2012,1.0
4688,SANGLI,Residential,,2012,1.0
4677,SANGLI,Industrial,,2012,2.0
4689,SANGLI,Residential,,2012,2.0
4678,SANGLI,Industrial,,2012,3.0
4690,SANGLI,Residential,,2012,3.0
4679,SANGLI,Industrial,,2012,4.0
4691,SANGLI,Residential,,2012,4.0
4680,SANGLI,Industrial,,2012,5.0
4692,SANGLI,Residential,,2012,5.0
4681,SANGLI,Industrial,,2012,6.0
4693,SANGLI,Residential,,2012,6.0
4682,SANGLI,Industrial,,2012,7.0
4694,SANGLI,Residential,,2012,7.0
4683,SANGLI,Industrial,,2012,8.0
4695,SANGLI,Residential,,2012,8.0
4684,SANGLI,Industrial,,2012,9.0
4696,SANGLI,Residential,,2012,9.0
4685,SANGLI,Industrial,,2012,10.0
4697,SANGLI,Residential,,2012,10.0
4686,SANGLI,Industrial,,2012,11.0
4698,SANGLI,Residential,,2012,11.0
4687,SANGLI,Industrial,,2012,12.0
4699,SANGLI,Residential,,2012,12.0
4700,SANGLI,Industrial,,2013,1.0
4712,SANGLI,Residential,,2013,1.0
4701,SANGLI,Industrial,,2013,2.0
4713,SANGLI,Residential,,2013,2.0
4702,SANGLI,Industrial,,2013,3.0
4714,SANGLI,Residential,,2013,3.0
4703,SANGLI,Industrial,,2013,4.0
4715,SANGLI,Residential,,2013,4.0
4704,SANGLI,Industrial,,2013,5.0
4716,SANGLI,Residential,,2013,5.0
4705,SANGLI,Industrial,,2013,6.0
4717,SANGLI,Residential,,2013,6.0
4706,SANGLI,Industrial,,2013,7.0
4718,SANGLI,Residential,,2013,7.0
4707,SANGLI,Industrial,,2013,8.0
4719,SANGLI,Residential,,2013,8.0
4708,SANGLI,Industrial,,2013,9.0
4720,SANGLI,Residential,,2013,9.0
4709,SANGLI,Industrial,,2013,10.0
4721,SANGLI,Residential,,2013,10.0
4710,SANGLI,Industrial,,2013,11.0
4722,SANGLI,Residential,,2013,11.0
4711,SANGLI,Industrial,,2013,12.0
4723,SANGLI,Residential,,2013,12.0
4724,SANGLI,Industrial,,2014,1.0
4736,SANGLI,Residential,,2014,1.0
4725,SANGLI,Industrial,,2014,2.0
4737,SANGLI,Residential,,2014,2.0
4726,SANGLI,Industrial,,2014,3.0
4738,SANGLI,Residential,,2014,3.0
4727,SANGLI,Industrial,,2014,4.0
4739,SANGLI,Residential,,2014,4.0
4728,SANGLI,Industrial,,2014,5.0
4740,SANGLI,Residential,,2014,5.0
4729,SANGLI,Industrial,,2014,6.0
4741,SANGLI,Residential,,2014,6.0
4730,SANGLI,Industrial,,2014,7.0
4742,SANGLI,Residential,,2014,7.0
4731,SANGLI,Industrial,,2014,8.0
4743,SANGLI,Residential,,2014,8.0
4732,SANGLI,Industrial,,2014,9.0
4744,SANGLI,Residential,,2014,9.0
4733,SANGLI,Industrial,,2014,10.0
4745,SANGLI,Residential,,2014,10.0
4734,SANGLI,Industrial,,2014,11.0
4746,SANGLI,Residential,,2014,11.0
4735,SANGLI,Industrial,,2014,12.0
4747,SANGLI,Residential,,2014,12.0
4748,SANGLI,Industrial,,2015,1.0
4760,SANGLI,Residential,,2015,1.0
4749,SANGLI,Industrial,,2015,2.0
4761,SANGLI,Residential,,2015,2.0
4750,SANGLI,Industrial,,2015,3.0
4762,SANGLI,Residential,,2015,3.0
4751,SANGLI,Industrial,,2015,4.0
4763,SANGLI,Residential,,2015,4.0
4752,SANGLI,Industrial,,2015,5.0
4764,SANGLI,Residential,,2015,5.0
4753,SANGLI,Industrial,,2015,6.0
4765,SANGLI,Residential,,2015,6.0
4754,SANGLI,Industrial,,2015,7.0
4766,SANGLI,Residential,,2015,7.0
4755,SANGLI,Industrial,,2015,8.0
4767,SANGLI,Residential,,2015,8.0
4756,SANGLI,Industrial,,2015,9.0
4768,SANGLI,Residential,,2015,9.0
4757,SANGLI,Industrial,,2015,10.0
4769,SANGLI,Residential,,2015,10.0
4758,SANGLI,Industrial,,2015,11.0
4770,SANGLI,Residential,,2015,11.0
4759,SANGLI,Industrial,,2015,12.0
4771,SANGLI,Residential,,2015,12.0
4772,SOLAPUR,Industrial,,1997,1.0
4784,SOLAPUR,Residential,,1997,1.0
4773,SOLAPUR,Industrial,1.0,1997,2.0
4785,SOLAPUR,Residential,1.0,1997,2.0
4774,SOLAPUR,Industrial,0.0,1997,3.0
4786,SOLAPUR,Residential,0.0,1997,3.0
4775,SOLAPUR,Industrial,1.0,1997,4.0
4787,SOLAPUR,Residential,0.0,1997,4.0
4776,SOLAPUR,Industrial,1.0,1997,5.0
4788,SOLAPUR,Residential,1.0,1997,5.0
4777,SOLAPUR,Industrial,0.0,1997,6.0
4789,SOLAPUR,Residential,0.0,1997,6.0
4778,SOLAPUR,Industrial,1.0,1997,7.0
4790,SOLAPUR,Residential,1.0,1997,7.0
4779,SOLAPUR,Industrial,1.0,1997,8.0
4791,SOLAPUR,Residential,1.0,1997,8.0
4780,SOLAPUR,Industrial,1.0,1997,9.0
4792,SOLAPUR,Residential,1.0,1997,9.0
4781,SOLAPUR,Industrial,1.0,1997,10.0
4793,SOLAPUR,Residential,1.0,1997,10.0
4782,SOLAPUR,Industrial,1.0,1997,11.0
4794,SOLAPUR,Residential,0.0,1997,11.0
4783,SOLAPUR,Industrial,1.0,1997,12.0
4795,SOLAPUR,Residential,0.0,1997,12.0
4796,SOLAPUR,Industrial,1.0,1998,1.0
4808,SOLAPUR,Residential,1.0,1998,1.0
4797,SOLAPUR,Industrial,1.0,1998,2.0
4809,SOLAPUR,Residential,1.0,1998,2.0
4798,SOLAPUR,Industrial,0.0,1998,3.0
4810,SOLAPUR,Residential,0.0,1998,3.0
4799,SOLAPUR,Industrial,1.0,1998,4.0
4811,SOLAPUR,Residential,0.0,1998,4.0
4800,SOLAPUR,Industrial,1.0,1998,5.0
4812,SOLAPUR,Residential,0.0,1998,5.0
4801,SOLAPUR,Industrial,0.0,1998,6.0
4813,SOLAPUR,Residential,0.0,1998,6.0
4802,SOLAPUR,Industrial,0.0,1998,7.0
4814,SOLAPUR,Residential,1.0,1998,7.0
4803,SOLAPUR,Industrial,0.0,1998,8.0
4815,SOLAPUR,Residential,0.0,1998,8.0
4804,SOLAPUR,Industrial,1.0,1998,9.0
4816,SOLAPUR,Residential,1.0,1998,9.0
4805,SOLAPUR,Industrial,1.0,1998,10.0
4817,SOLAPUR,Residential,1.0,1998,10.0
4806,SOLAPUR,Industrial,1.0,1998,11.0
4818,SOLAPUR,Residential,1.0,1998,11.0
4807,SOLAPUR,Industrial,1.0,1998,12.0
4819,SOLAPUR,Residential,1.0,1998,12.0
4820,SOLAPUR,Industrial,0.0,1999,1.0
4832,SOLAPUR,Residential,0.0,1999,1.0
4821,SOLAPUR,Industrial,1.0,1999,2.0
4833,SOLAPUR,Residential,2.0,1999,2.0
4822,SOLAPUR,Industrial,0.0,1999,3.0
4834,SOLAPUR,Residential,3.0,1999,3.0
4823,SOLAPUR,Industrial,2.0,1999,4.0
4835,SOLAPUR,Residential,2.0,1999,4.0
4824,SOLAPUR,Industrial,3.0,1999,5.0
4836,SOLAPUR,Residential,0.0,1999,5.0
4825,SOLAPUR,Industrial,2.0,1999,6.0
4837,SOLAPUR,Residential,0.0,1999,6.0
4826,SOLAPUR,Industrial,0.0,1999,7.0
4838,SOLAPUR,Residential,0.0,1999,7.0
4827,SOLAPUR,Industrial,0.0,1999,8.0
4839,SOLAPUR,Residential,0.0,1999,8.0
4828,SOLAPUR,Industrial,0.0,1999,9.0
4840,SOLAPUR,Residential,1.0,1999,9.0
4829,SOLAPUR,Industrial,1.0,1999,10.0
4841,SOLAPUR,Residential,1.0,1999,10.0
4830,SOLAPUR,Industrial,0.0,1999,11.0
4842,SOLAPUR,Residential,0.0,1999,11.0
4831,SOLAPUR,Industrial,1.0,1999,12.0
4843,SOLAPUR,Residential,0.0,1999,12.0
4844,SOLAPUR,Industrial,1.0,2000,1.0
4856,SOLAPUR,Residential,1.0,2000,1.0
4845,SOLAPUR,Industrial,0.0,2000,2.0
4857,SOLAPUR,Residential,0.0,2000,2.0
4846,SOLAPUR,Industrial,0.0,2000,3.0
4858,SOLAPUR,Residential,0.0,2000,3.0
4847,SOLAPUR,Industrial,0.0,2000,4.0
4859,SOLAPUR,Residential,0.0,2000,4.0
4848,SOLAPUR,Industrial,2.0,2000,5.0
4860,SOLAPUR,Residential,1.0,2000,5.0
4849,SOLAPUR,Industrial,1.0,2000,6.0
4861,SOLAPUR,Residential,1.0,2000,6.0
4850,SOLAPUR,Industrial,0.0,2000,7.0
4862,SOLAPUR,Residential,1.0,2000,7.0
4851,SOLAPUR,Industrial,0.0,2000,8.0
4863,SOLAPUR,Residential,0.0,2000,8.0
4852,SOLAPUR,Industrial,1.0,2000,9.0
4864,SOLAPUR,Residential,0.0,2000,9.0
4853,SOLAPUR,Industrial,1.0,2000,10.0
4865,SOLAPUR,Residential,1.0,2000,10.0
4854,SOLAPUR,Industrial,1.0,2000,11.0
4866,SOLAPUR,Residential,1.0,2000,11.0
4855,SOLAPUR,Industrial,1.0,2000,12.0
4867,SOLAPUR,Residential,1.0,2000,12.0
4868,SOLAPUR,Industrial,1.0,2001,1.0
4880,SOLAPUR,Residential,1.0,2001,1.0
4869,SOLAPUR,Industrial,1.0,2001,2.0
4881,SOLAPUR,Residential,1.0,2001,2.0
4870,SOLAPUR,Industrial,1.0,2001,3.0
4882,SOLAPUR,Residential,1.0,2001,3.0
4871,SOLAPUR,Industrial,1.0,2001,4.0
4883,SOLAPUR,Residential,1.0,2001,4.0
4872,SOLAPUR,Industrial,1.0,2001,5.0
4884,SOLAPUR,Residential,0.0,2001,5.0
4873,SOLAPUR,Industrial,0.0,2001,6.0
4885,SOLAPUR,Residential,1.0,2001,6.0
4874,SOLAPUR,Industrial,0.0,2001,7.0
4886,SOLAPUR,Residential,1.0,2001,7.0
4875,SOLAPUR,Industrial,1.0,2001,8.0
4887,SOLAPUR,Residential,0.0,2001,8.0
4876,SOLAPUR,Industrial,1.0,2001,9.0
4888,SOLAPUR,Residential,1.0,2001,9.0
4877,SOLAPUR,Industrial,1.0,2001,10.0
4889,SOLAPUR,Residential,1.0,2001,10.0
