,City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,NO2_Median,RSPM_PM10_Median,SO2_Median,SPM_Median,Median_SO2_MOM_diff,Median_NO2_MOM_diff,Median_RSPM_PM10_MOM_diff,Median_SPM_MOM_diff,NO2_P10,RSPM_PM10_P10,SO2_P10,SPM_P10,P10_NO2_MOM_diff,P10_SO2_MOM_diff,P10_RSPM_PM10_MOM_diff,P10_SPM_MOM_diff,NO2_P90,RSPM_PM10_P90,SO2_P90,SPM_P90,month_number_diff,P90_NO2_MOM_diff,P90_SO2_MOM_diff,P90_RSPM_PM10_MOM_diff,P90_SPM_MOM_diff
4864,Solapur,Industrial,20050090,2005,9,38.25,102.5,17.9,301.0,1.099999999999998,1.0499999999999972,6.5,15.0,36.7,94.5,17.15,279.0,1.5200000000000031,1.589999999999998,24.099999999999994,46.80000000000001,38.75,122.0,18.0,315.0,1.0,-0.6099999999999994,-0.35999999999999943,-1.0,-19.600000000000023
4865,Solapur,Industrial,20050100,2005,10,38.5,89.0,17.2,297.0,-0.6999999999999993,0.25,-13.5,-4.0,36.50000000000001,67.4,14.06,231.8,-0.19999999999999574,-3.089999999999998,-27.099999999999994,-47.19999999999999,39.98,128.60000000000002,20.520000000000003,336.6,1.0,1.2299999999999969,2.520000000000003,6.600000000000023,21.600000000000023
4866,Solapur,Industrial,20050110,2005,11,38.5,105.0,17.3,316.0,0.10000000000000142,0.0,16.0,19.0,36.78,85.0,15.96,274.4,0.27999999999999403,1.9000000000000004,17.599999999999994,42.599999999999966,40.34,143.4,19.04,364.4,1.0,0.36000000000000654,-1.480000000000004,14.799999999999983,27.799999999999955
4867,Solapur,Industrial,20050120,2005,12,39.5,130.5,18.1,344.0,0.8000000000000007,1.0,25.5,28.0,37.11,88.80000000000003,16.93,308.4000000000001,0.3299999999999983,0.9699999999999989,3.8000000000000256,34.000000000000114,41.84,148.29999999999995,19.1,366.2,1.0,1.5,0.060000000000002274,4.899999999999949,1.8000000000000114
4868,Solapur,Industrial,20060010,2006,1,36.7,119.5,16.5,361.0,-1.6000000000000014,-2.799999999999997,-11.0,17.0,34.3,107.7,14.739999999999998,316.9,-2.8100000000000023,-2.1900000000000013,18.899999999999977,8.499999999999886,38.71,127.6,18.36,364.5,-11.0,-3.1300000000000026,-0.740000000000002,-20.69999999999996,-1.6999999999999886
4869,Solapur,Industrial,20060020,2006,2,35.5,108.0,16.3,334.0,-0.1999999999999993,-1.2000000000000028,-11.5,-27.0,34.34,93.0,15.3,303.2,0.04000000000000625,0.5600000000000023,-14.700000000000003,-13.699999999999989,36.6,123.6,17.04,359.2,1.0,-2.1099999999999994,-1.3200000000000003,-4.0,-5.300000000000011
4870,Solapur,Industrial,20060030,2006,3,35.25,101.0,15.45,322.5,-0.8500000000000014,-0.25,-7.0,-11.5,31.82,89.0,11.79,304.4,-2.520000000000003,-3.5100000000000016,-4.0,1.1999999999999886,37.3,110.5,16.729999999999997,346.0,1.0,0.6999999999999957,-0.3100000000000023,-13.099999999999994,-13.199999999999989
4871,Solapur,Industrial,20060040,2006,4,35.25,99.5,16.2,320.0,0.75,0.0,-1.5,-2.5,29.99,87.0,12.17,306.7000000000001,-1.8300000000000018,0.3800000000000008,-2.0,2.300000000000125,36.98,115.3,23.86,335.5,1.0,-0.3200000000000003,7.130000000000003,4.799999999999997,-10.5
4872,Solapur,Industrial,20060050,2006,5,34.2,100.0,15.2,307.0,-1.0,-1.0499999999999972,0.5,-13.0,29.12,81.0,11.74,273.8,-0.8699999999999974,-0.4299999999999997,-6.0,-32.90000000000009,36.14,112.4,17.04,329.6,1.0,-0.8399999999999963,-6.82,-2.8999999999999915,-5.899999999999977
4873,Solapur,Industrial,20060060,2006,6,33.7,96.0,14.0,314.0,-1.1999999999999993,-0.5,-4.0,7.0,31.74,82.8,13.2,301.8,2.6199999999999974,1.459999999999999,1.7999999999999972,28.0,36.3,122.8,16.44,345.6,1.0,0.1599999999999966,-0.5999999999999979,10.399999999999991,16.0
4874,Solapur,Industrial,20060070,2006,7,34.5,103.0,13.8,330.0,-0.1999999999999993,0.7999999999999972,7.0,16.0,31.84,90.6,12.68,298.8,0.10000000000000142,-0.5199999999999996,7.799999999999997,-3.0,36.36,119.4,16.4,346.6,1.0,0.060000000000002274,-0.0400000000000027,-3.3999999999999915,1.0
4875,Solapur,Industrial,20060080,2006,8,34.0,113.5,15.45,329.5,1.6499999999999986,-0.5,10.5,-0.5,33.44,96.8,14.3,310.1,1.5999999999999979,1.620000000000001,6.200000000000003,11.300000000000011,35.29,126.6,17.29,343.0,1.0,-1.0700000000000003,0.8900000000000006,7.199999999999989,-3.6000000000000227
4876,Solapur,Industrial,20060090,2006,9,34.7,96.0,16.0,330.0,0.5500000000000007,0.7000000000000028,-17.5,0.5,28.58,84.2,12.4,285.0,-4.859999999999999,-1.9000000000000004,-12.599999999999994,-25.100000000000023,35.7,130.4,16.4,345.4,1.0,0.4100000000000037,-0.8900000000000006,3.8000000000000114,2.3999999999999773
4877,Solapur,Industrial,20060100,2006,10,35.5,96.0,16.75,324.5,0.75,0.7999999999999972,0.0,-5.5,33.7,88.4,13.740000000000002,299.2,5.1200000000000045,1.3400000000000016,4.200000000000003,14.199999999999989,39.31,119.5,18.76,345.0,1.0,3.6099999999999994,2.360000000000003,-10.900000000000006,-0.39999999999997726
4878,Solapur,Industrial,20060110,2006,11,35.2,93.0,16.0,314.0,-0.75,-0.2999999999999972,-3.0,-10.5,31.3,82.0,12.74,304.0,-2.400000000000002,-1.0000000000000018,-6.400000000000006,4.800000000000011,36.50000000000001,98.0,16.5,346.0,1.0,-2.809999999999995,-2.2600000000000016,-21.5,1.0
4879,Solapur,Industrial,20060120,2006,12,34.0,84.0,15.2,316.0,-0.8000000000000007,-1.2000000000000028,-9.0,2.0,31.72,79.8,13.84,307.8,0.41999999999999815,1.0999999999999996,-2.200000000000003,3.8000000000000114,34.5,97.2,15.9,319.8,1.0,-2.000000000000007,-0.5999999999999996,-0.7999999999999972,-26.19999999999999
4880,Solapur,Industrial,20070010,2007,1,36.5,88.0,16.3,321.5,1.1000000000000014,2.5,4.0,5.5,34.27,82.8,15.1,301.4,2.5500000000000043,1.2599999999999998,3.0,-6.400000000000034,37.53,100.0,17.23,346.7999999999999,-11.0,3.030000000000001,1.33,2.799999999999997,26.999999999999886
4881,Solapur,Industrial,20070020,2007,2,37.2,88.0,17.3,321.0,1.0,0.7000000000000028,0.0,-0.5,34.40000000000001,78.2,15.6,274.2,0.13000000000000966,0.5,-4.599999999999994,-27.19999999999999,37.98,93.2,18.32,333.6,1.0,0.44999999999999574,1.0899999999999999,-6.799999999999997,-13.199999999999875
4882,Solapur,Industrial,20070030,2007,3,35.7,91.0,16.5,307.0,-0.8000000000000007,-1.5,3.0,-14.0,29.78,76.80000000000003,15.16,267.0,-4.620000000000012,-0.4399999999999995,-1.3999999999999773,-7.199999999999989,39.7,99.6,17.56,324.6,1.0,1.720000000000006,-0.7600000000000016,6.3999999999999915,-9.0
4883,Solapur,Industrial,20070040,2007,4,31.6,90.5,14.15,312.5,-2.35,-4.100000000000001,-0.5,5.5,29.28,78.80000000000003,12.08,284.4,-0.5,-3.08,2.0,17.399999999999977,35.41,95.2,17.65,322.9,1.0,-4.290000000000006,0.08999999999999986,-4.3999999999999915,-1.7000000000000455
4884,Solapur,Industrial,20070050,2007,5,34.7,83.0,15.2,296.0,1.049999999999999,3.1000000000000014,-7.5,-16.5,31.8,77.0,14.0,274.0,2.5199999999999996,1.92,-1.8000000000000256,-10.399999999999977,36.8,101.0,16.8,331.0,1.0,1.3900000000000006,-0.8499999999999979,5.799999999999997,8.100000000000023
4885,Solapur,Industrial,20070060,2007,6,32.3,83.0,16.5,296.0,1.3000000000000007,-2.4000000000000057,0.0,0.0,31.06,64.6,14.84,249.4,-0.740000000000002,0.8399999999999999,-12.400000000000006,-24.599999999999994,36.56,89.19999999999997,17.9,327.0,1.0,-0.23999999999999488,1.0999999999999979,-11.800000000000026,-4.0
4886,Solapur,Industrial,20070070,2007,7,32.8,72.5,17.4,259.5,0.8999999999999986,0.5,-10.5,-36.5,31.19,54.7,14.55,236.1,0.13000000000000256,-0.28999999999999915,-9.899999999999991,-13.300000000000011,34.71,98.2,18.8,297.2999999999999,1.0,-1.8500000000000014,0.9000000000000021,9.000000000000028,-29.700000000000102
4887,Solapur,Industrial,20070080,2007,8,34.5,68.0,16.3,277.0,-1.099999999999998,1.7000000000000028,-4.5,17.5,30.24,57.2,14.0,264.2,-0.9500000000000028,-0.5500000000000007,2.5,28.099999999999994,40.3,102.8,17.9,297.4,1.0,5.589999999999996,-0.9000000000000021,4.599999999999994,0.10000000000007958
4888,Solapur,Industrial,20070090,2007,9,34.75,71.5,16.85,279.0,0.5500000000000007,0.25,3.5,2.0,32.1,51.7,13.99,234.1,1.860000000000003,-0.009999999999999787,-5.5,-30.099999999999994,38.35,110.6,17.23,308.5,1.0,-1.9499999999999957,-0.6699999999999982,7.799999999999997,11.100000000000023
4889,Solapur,Industrial,20070100,2007,10,31.85,86.0,16.0,286.5,-0.8500000000000014,-2.8999999999999986,14.5,7.5,28.6,70.89999999999998,14.66,264.2,-3.5,0.6699999999999999,19.199999999999974,30.099999999999994,34.65,95.1,17.3,294.5,1.0,-3.700000000000003,0.07000000000000028,-15.5,-14.0
4890,Solapur,Industrial,20070110,2007,11,33.15,87.0,16.9,293.5,0.8999999999999986,1.2999999999999972,1.0,7.0,31.49,71.19999999999997,15.0,251.1,2.889999999999997,0.33999999999999986,0.29999999999999716,-13.099999999999994,36.83,98.1,17.509999999999998,306.2,1.0,2.1799999999999997,0.2099999999999973,3.0,11.699999999999989
4891,Solapur,Industrial,20070120,2007,12,34.7,86.0,18.2,313.0,1.3000000000000007,1.5500000000000045,-1.0,19.5,31.46,74.6,15.16,276.6,-0.029999999999997584,0.16000000000000014,3.40000000000002,25.50000000000003,39.2,100.0,20.06,322.4000000000001,1.0,2.3700000000000045,2.5500000000000007,1.9000000000000057,16.200000000000102
4892,Solapur,Industrial,20080010,2008,1,37.8,77.0,18.3,219.0,0.10000000000000142,3.0999999999999943,-9.0,-94.0,32.0,56.0,16.8,209.0,0.5399999999999991,1.6400000000000006,-18.599999999999994,-67.60000000000002,38.8,163.0,19.5,358.0,-11.0,-0.4000000000000057,-0.5599999999999987,63.0,35.59999999999991
4893,Solapur,Industrial,20080020,2008,2,40.7,102.0,18.5,291.0,0.1999999999999993,2.9000000000000057,25.0,72.0,30.9,60.6,16.1,213.6,-1.1000000000000014,-0.6999999999999993,4.600000000000001,4.599999999999994,43.2,108.4,20.6,314.4,1.0,4.400000000000006,1.1000000000000014,-54.599999999999994,-43.60000000000002
4894,Solapur,Industrial,20080030,2008,3,30.55,74.5,15.35,252.5,-3.1500000000000004,-10.150000000000002,-27.5,-38.5,29.25,65.9,14.47,226.7,-1.6499999999999986,-1.6300000000000008,5.300000000000004,13.099999999999994,34.64,87.69999999999997,17.22,291.2,1.0,-8.560000000000002,-3.3800000000000026,-20.70000000000003,-23.19999999999999
4895,Solapur,Industrial,20080040,2008,4,33.05,91.0,15.9,274.0,0.5500000000000007,2.4999999999999964,16.5,21.5,27.76,71.6,14.2,241.4,-1.4899999999999984,-0.27000000000000135,5.699999999999989,14.700000000000017,41.62000000000001,109.6,18.23,296.5,1.0,6.980000000000011,1.0100000000000016,21.90000000000002,5.300000000000011
4896,Solapur,Industrial,20080050,2008,5,31.15,81.5,17.15,252.0,1.2499999999999982,-1.8999999999999984,-9.5,-22.0,29.040000000000006,62.5,15.3,212.4,1.2800000000000047,1.1000000000000014,-9.099999999999994,-29.0,38.7,94.5,20.59,282.4,1.0,-2.920000000000009,2.3599999999999994,-15.099999999999994,-14.100000000000023
4897,Solapur,Industrial,20080060,2008,6,32.2,69.0,16.3,224.0,-0.8499999999999979,1.0500000000000045,-12.5,-28.0,30.6,56.8,15.0,206.8,1.5599999999999952,-0.3000000000000007,-5.700000000000003,-5.599999999999994,34.800000000000004,86.20000000000002,18.32,257.20000000000005,1.0,-3.8999999999999986,-2.2699999999999996,-8.299999999999983,-25.199999999999932
4898,Solapur,Industrial,20080070,2008,7,32.9,70.0,17.0,237.5,0.6999999999999993,0.6999999999999957,1.0,13.5,24.37,61.3,12.08,214.7,-6.23,-2.92,4.5,7.899999999999977,37.18,83.6,18.28,266.5,1.0,2.3799999999999955,-0.03999999999999915,-2.6000000000000227,9.299999999999955
4899,Solapur,Industrial,20080080,2008,8,31.3,64.0,16.2,227.0,-0.8000000000000007,-1.599999999999998,-6.0,-10.5,30.2,58.4,14.44,214.8,5.829999999999998,2.3599999999999994,-2.8999999999999986,0.10000000000002274,36.9,79.2,17.82,259.8,1.0,-0.28000000000000114,-0.46000000000000085,-4.3999999999999915,-6.699999999999989
4900,Solapur,Industrial,20080090,2008,9,30.8,61.0,17.0,209.0,0.8000000000000007,-0.5,-3.0,-18.0,28.1,53.2,13.56,187.0,-2.099999999999998,-0.879999999999999,-5.199999999999996,-27.80000000000001,39.56,70.2,19.04,237.2,1.0,2.6600000000000037,1.2199999999999989,-9.0,-22.600000000000023
4901,Solapur,Industrial,20080100,2008,10,36.0,76.0,17.8,225.0,0.8000000000000007,5.199999999999998,15.0,16.0,31.3,56.0,16.26,186.8,3.1999999999999993,2.700000000000001,2.799999999999997,-0.19999999999998863,43.2,98.2,21.78,255.6,1.0,3.6400000000000006,2.740000000000002,28.0,18.400000000000006
4902,Solapur,Industrial,20080110,2008,11,34.9,68.0,18.15,229.5,0.3499999999999979,-1.1000000000000014,-8.0,4.5,32.18000000000001,59.8,16.17,215.0,0.8800000000000061,-0.08999999999999986,3.799999999999997,28.19999999999999,38.45,118.6,18.86,306.6,1.0,-4.75,-2.9200000000000017,20.39999999999999,51.00000000000003
4903,Solapur,Industrial,20080120,2008,12,40.5,74.0,17.7,248.0,-0.4499999999999993,5.600000000000001,6.0,18.5,33.84,68.4,16.240000000000002,228.0,1.6599999999999966,0.07000000000000028,8.600000000000009,13.0,43.02,89.60000000000002,19.64,270.0,1.0,4.57,0.7800000000000011,-28.99999999999997,-36.60000000000002
4904,Solapur,Industrial,20090010,2009,1,39.8,78.0,19.5,252.0,1.8000000000000007,-0.7000000000000028,4.0,4.0,36.2,54.8,17.18,212.2,2.3599999999999994,0.9399999999999977,-13.600000000000009,-15.800000000000011,44.2,106.4,21.96,275.6,-11.0,1.1799999999999997,2.3200000000000003,16.799999999999983,5.600000000000023
4905,Solapur,Industrial,20090020,2009,2,36.2,81.0,18.3,256.0,-1.1999999999999993,-3.5999999999999943,3.0,4.0,34.0,64.4,16.5,216.0,-2.200000000000003,-0.6799999999999997,9.600000000000009,3.8000000000000114,38.6,104.6,19.5,294.4000000000001,1.0,-5.600000000000001,-2.460000000000001,-1.8000000000000114,18.800000000000068
4906,Solapur,Industrial,20090030,2009,3,35.2,78.0,17.8,253.0,-0.5,-1.0,-3.0,-3.0,31.57,68.3,16.97,237.0,-2.4299999999999997,0.46999999999999886,3.8999999999999915,21.0,41.09,103.0,21.76,287.5,1.0,2.490000000000002,2.2600000000000016,-1.5999999999999943,-6.900000000000091
4907,Solapur,Industrial,20090040,2009,4,35.75,77.5,17.75,251.5,-0.05000000000000071,0.5499999999999972,-0.5,-1.5,30.94,67.9,16.75,236.0,-0.629999999999999,-0.21999999999999886,-0.3999999999999915,-1.0,38.76,85.0,18.65,258.3,1.0,-2.3300000000000054,-3.110000000000003,-18.0,-29.19999999999999
4908,Solapur,Industrial,20090050,2009,5,37.25,75.5,18.6,249.5,0.8500000000000014,1.5,-2.0,-2.0,34.1,55.7,16.19,221.9,3.16,-0.5599999999999987,-12.200000000000003,-14.099999999999994,39.76000000000001,102.39999999999998,19.8,292.0,1.0,1.0000000000000142,1.1500000000000021,17.399999999999977,33.69999999999999
4909,Solapur,Industrial,20090060,2009,6,33.7,60.0,16.8,221.0,-1.8000000000000007,-3.549999999999997,-15.5,-28.5,32.16,50.0,15.02,202.2,-1.9400000000000048,-1.1700000000000017,-5.700000000000003,-19.700000000000017,35.0,82.6,18.54,252.0,1.0,-4.760000000000012,-1.2600000000000016,-19.799999999999983,-40.0
4910,Solapur,Industrial,20090070,2009,7,34.3,67.0,16.8,231.0,0.0,0.5999999999999943,7.0,10.0,26.1,59.0,13.6,213.4,-6.059999999999995,-1.42,9.0,11.200000000000017,37.34,79.0,18.74,245.8,1.0,2.3400000000000034,0.1999999999999993,-3.5999999999999943,-6.199999999999989
4911,Solapur,Industrial,20090080,2009,8,31.6,67.5,18.05,221.5,1.25,-2.699999999999996,0.5,-9.5,28.91,56.8,14.78,215.2,2.8099999999999987,1.1799999999999997,-2.200000000000003,1.799999999999983,37.19,71.2,18.79,238.7,1.0,-0.15000000000000568,0.05000000000000071,-7.799999999999997,-7.100000000000023
4912,Solapur,Industrial,20090090,2009,9,33.0,64.5,16.55,218.5,-1.5,1.3999999999999986,-3.0,-3.0,31.27,51.6,15.37,195.5,2.3599999999999994,0.5899999999999999,-5.199999999999996,-19.69999999999999,39.31,79.8,18.34,248.8,1.0,2.1200000000000045,-0.4499999999999993,8.599999999999994,10.100000000000023
4913,Solapur,Industrial,20090100,2009,10,38.1,75.5,17.25,233.0,0.6999999999999993,5.100000000000001,11.0,14.5,35.34,64.5,16.21,218.7,4.070000000000004,0.8400000000000016,12.899999999999999,23.19999999999999,46.3,95.6,21.0,272.29999999999995,1.0,6.989999999999995,2.66,15.799999999999997,23.499999999999943
4914,Solapur,Industrial,20090110,2009,11,35.2,67.0,18.0,223.0,0.75,-2.8999999999999986,-8.5,-10.0,29.200000000000006,56.8,15.0,197.0,-6.139999999999997,-1.2100000000000009,-7.700000000000003,-21.69999999999999,39.08,84.0,18.94,252.2,1.0,-7.219999999999999,-2.0599999999999987,-11.599999999999994,-20.099999999999966
4915,Solapur,Industrial,20090120,2009,12,36.2,70.0,17.5,235.0,-0.5,1.0,3.0,12.0,33.8,61.0,15.5,198.0,4.599999999999991,0.5,4.200000000000003,1.0,38.5,91.0,19.2,272.0,1.0,-0.5799999999999983,0.259999999999998,7.0,19.80000000000001
4916,Solapur,Industrial,20100010,2010,1,35.0,65.0,17.0,228.0,-0.5,-1.2000000000000028,-5.0,-7.0,34.0,56.0,15.8,186.8,0.20000000000000284,0.3000000000000007,-5.0,-11.199999999999989,40.2,109.2,18.2,262.0,-11.0,1.7000000000000028,-1.0,18.200000000000003,-10.0
4917,Solapur,Industrial,20100020,2010,2,34.0,64.0,16.0,207.0,-1.0,-1.0,-1.0,-21.0,32.6,51.8,15.0,182.0,-1.3999999999999986,-0.8000000000000007,-4.200000000000003,-4.800000000000011,37.6,76.0,18.0,216.4,1.0,-2.6000000000000014,-0.1999999999999993,-33.2,-45.599999999999994
4918,Solapur,Industrial,20100030,2010,3,36.0,98.0,17.0,257.0,1.0,2.0,34.0,50.0,33.6,64.0,16.0,204.4,1.0,1.0,12.200000000000003,22.400000000000006,36.4,113.8,18.0,280.0,1.0,-1.2000000000000028,0.0,37.8,63.599999999999994
4919,Solapur,Industrial,20100040,2010,4,35.5,78.5,17.0,233.5,0.0,-0.5,-19.5,-23.5,34.9,63.9,15.9,195.6,1.2999999999999972,-0.09999999999999964,-0.10000000000000142,-8.800000000000011,39.0,93.2,19.0,255.2,1.0,2.6000000000000014,1.0,-20.599999999999994,-24.80000000000001
4920,Solapur,Industrial,20100050,2010,5,36.0,73.5,17.0,218.0,0.0,0.5,-5.0,-15.5,33.8,61.7,15.9,193.5,-1.1000000000000014,0.0,-2.1999999999999957,-2.0999999999999943,36.8,89.30000000000003,18.0,243.8,1.0,-2.200000000000003,-1.0,-3.8999999999999773,-11.399999999999977
4921,Solapur,Industrial,20100060,2010,6,34.0,55.0,17.0,196.0,0.0,-2.0,-18.5,-22.0,33.0,46.4,15.0,162.8,-0.7999999999999972,-0.9000000000000004,-15.300000000000004,-30.69999999999999,36.4,61.2,18.0,211.0,1.0,-0.3999999999999986,0.0,-28.100000000000023,-32.80000000000001
4922,Solapur,Industrial,20100070,2010,7,33.0,47.0,15.0,183.0,-2.0,-1.0,-8.0,-13.0,30.0,41.2,13.8,153.0,-3.0,-1.1999999999999993,-5.199999999999996,-9.800000000000011,37.0,68.0,16.4,206.0,1.0,0.6000000000000014,-1.6000000000000014,6.799999999999997,-5.0
4923,Solapur,Industrial,20100080,2010,8,34.0,57.0,16.0,198.0,1.0,1.0,10.0,15.0,32.8,48.0,14.8,179.79999999999995,2.799999999999997,1.0,6.799999999999997,26.799999999999955,38.2,86.60000000000002,17.200000000000006,243.0,1.0,1.2000000000000028,0.8000000000000078,18.600000000000023,37.0
4924,Solapur,Industrial,20100090,2010,9,35.0,54.5,17.0,174.0,1.0,1.0,-2.5,-24.0,33.9,45.9,15.9,166.4,1.1000000000000014,1.0999999999999996,-2.1000000000000014,-13.399999999999949,36.0,68.5,18.1,200.9,1.0,-2.200000000000003,0.899999999999995,-18.100000000000023,-42.099999999999994
4925,Solapur,Industrial,20100100,2010,10,36.0,70.0,17.0,214.0,0.0,1.0,15.5,40.0,32.0,58.6,15.6,185.6,-1.8999999999999986,-0.3000000000000007,12.700000000000003,19.19999999999999,38.2,82.2,18.4,236.6,1.0,2.200000000000003,0.29999999999999716,13.700000000000003,35.69999999999999
4926,Solapur,Industrial,20100110,2010,11,35.0,56.5,16.0,179.5,-1.0,-1.0,-13.5,-34.5,33.8,46.5,15.9,164.9,1.7999999999999972,0.3000000000000007,-12.100000000000001,-20.69999999999999,36.0,63.0,17.1,205.7,1.0,-2.200000000000003,-1.2999999999999972,-19.200000000000003,-30.900000000000006
4927,Solapur,Industrial,20100120,2010,12,36.0,82.0,18.0,225.0,2.0,1.0,25.5,45.5,33.800000000000004,58.0,17.6,208.2,7.105427357601002e-15,1.700000000000001,11.5,43.29999999999998,38.0,101.8,18.0,261.20000000000005,1.0,2.0,0.8999999999999986,38.8,55.50000000000006
4928,Solapur,Industrial,20110010,2011,1,35.0,111.0,17.0,,-1.0,-1.0,29.0,,33.0,68.39999999999999,15.8,,-0.8000000000000043,-1.8000000000000007,10.399999999999991,,36.2,124.0,18.0,,-11.0,-1.7999999999999972,0.0,22.200000000000003,
4929,Solapur,Industrial,20110020,2011,2,33.5,93.0,16.0,,-1.0,-1.5,-18.0,,32.0,74.0,14.7,,-1.0,-1.1000000000000014,5.6000000000000085,,36.2,101.7,17.299999999999994,,1.0,0.0,-0.7000000000000064,-22.299999999999997,
4930,Solapur,Industrial,20110030,2011,3,35.0,77.0,16.0,,0.0,1.5,-16.0,,32.0,57.0,15.0,,0.0,0.3000000000000007,-17.0,,36.0,95.0,17.0,,1.0,-0.20000000000000284,-0.2999999999999936,-6.700000000000003,
4931,Solapur,Industrial,20110040,2011,4,33.5,73.0,15.5,,-0.5,-1.5,-4.0,,33.0,65.5,14.0,,1.0,-1.0,8.5,,36.9,87.4,17.299999999999994,,1.0,0.8999999999999986,0.2999999999999936,-7.599999999999994,
4932,Solapur,Industrial,20110050,2011,5,35.0,76.5,16.0,,0.5,1.5,3.5,,33.0,65.9,15.7,,0.0,1.6999999999999993,0.4000000000000057,,36.0,94.0,17.299999999999994,,1.0,-0.8999999999999986,0.0,6.599999999999994,
4933,Solapur,Industrial,20110060,2011,6,35.0,77.0,17.0,,1.0,0.0,0.5,,34.0,68.2,16.0,,1.0,0.3000000000000007,2.299999999999997,,36.2,91.4,18.2,,1.0,0.20000000000000284,0.9000000000000057,-2.5999999999999943,
4934,Solapur,Industrial,20110070,2011,7,34.0,74.0,16.5,,-0.5,-1.0,-3.0,,33.0,61.5,15.0,,-1.0,-1.0,-6.700000000000003,,35.0,102.4,17.1,,1.0,-1.2000000000000028,-1.0999999999999979,11.0,
4935,Solapur,Industrial,20110080,2011,8,36.5,62.5,17.5,,1.0,2.5,-11.5,,35.0,54.40000000000001,15.7,,2.0,0.6999999999999993,-7.099999999999987,,37.3,65.9,18.0,,1.0,2.299999999999997,0.8999999999999986,-36.5,
4936,Solapur,Industrial,20110090,2011,9,35.0,62.0,16.0,,-1.5,-1.5,-0.5,,33.0,53.8,16.0,,-2.0,0.3000000000000007,-0.6000000000000156,,35.4,75.2,17.0,,1.0,-1.8999999999999986,-1.0,9.299999999999997,
4937,Solapur,Industrial,20110100,2011,10,34.0,64.0,17.0,,1.0,-1.0,2.0,,34.0,60.0,16.0,,1.0,0.0,6.200000000000003,,37.0,119.0,18.0,,1.0,1.6000000000000014,1.0,43.8,
4938,Solapur,Industrial,20110110,2011,11,35.0,67.0,16.5,,-0.5,1.0,3.0,,32.4,56.8,15.7,,-1.6000000000000014,-0.3000000000000007,-3.200000000000003,,36.5,80.1,17.299999999999994,,1.0,-0.5,-0.7000000000000064,-38.900000000000006,
4939,Solapur,Industrial,20110120,2011,12,36.0,74.0,17.0,,0.5,1.0,7.0,,34.7,64.9,16.0,,2.3000000000000043,0.3000000000000007,8.100000000000009,,38.0,90.4,18.3,,1.0,1.5,1.000000000000007,10.300000000000011,
4940,Solapur,Industrial,20120010,2012,1,35.0,82.5,16.5,,-0.5,-1.0,8.5,,33.7,70.0,15.7,,-1.0,-0.3000000000000007,5.099999999999994,,36.3,86.2,17.299999999999994,,-11.0,-1.7000000000000028,-1.000000000000007,-4.200000000000003,
4941,Solapur,Industrial,20120020,2012,2,36.0,101.0,17.0,,0.5,1.0,18.5,,33.0,65.5,15.9,,-0.7000000000000028,0.20000000000000107,-4.5,,37.1,123.1,18.1,,1.0,0.8000000000000043,0.8000000000000078,36.89999999999999,
4942,Solapur,Industrial,20120030,2012,3,35.0,89.5,17.0,,0.0,-1.0,-11.5,,34.0,68.0,16.7,,1.0,0.7999999999999989,2.5,,35.3,107.3,17.299999999999994,,1.0,-1.8000000000000043,-0.8000000000000078,-15.799999999999997,
4943,Solapur,Industrial,20120040,2012,4,36.0,94.0,17.0,,0.0,1.0,4.5,,33.6,77.2,16.2,,-0.3999999999999986,-0.5,9.200000000000003,,36.4,98.2,17.4,,1.0,1.1000000000000014,0.10000000000000497,-9.099999999999994,
4944,Solapur,Industrial,20120050,2012,5,36.0,73.0,17.0,,0.0,0.0,-21.0,,35.0,68.0,16.0,,1.3999999999999986,-0.1999999999999993,-9.200000000000003,,36.0,97.0,17.0,,1.0,-0.3999999999999986,-0.3999999999999986,-1.2000000000000028,
4945,Solapur,Industrial,20120060,2012,6,35.0,81.0,17.0,,0.0,-1.0,8.0,,33.800000000000004,70.8,16.0,,-1.1999999999999957,0.0,2.799999999999997,,36.0,88.20000000000002,18.0,,1.0,0.0,1.0,-8.799999999999983,
4946,Solapur,Industrial,20120070,2012,7,35.0,72.0,15.0,,-2.0,0.0,-9.0,,33.0,70.6,15.0,,-0.8000000000000043,-1.0,-0.20000000000000284,,36.4,76.2,16.4,,1.0,0.3999999999999986,-1.6000000000000014,-12.000000000000014,
4947,Solapur,Industrial,20120080,2012,8,36.0,70.0,17.0,,2.0,1.0,-2.0,,34.8,64.8,15.8,,1.7999999999999972,0.8000000000000007,-5.799999999999997,,36.0,92.0,18.0,,1.0,-0.3999999999999986,1.6000000000000014,15.799999999999997,
4948,Solapur,Industrial,20120090,2012,9,35.0,76.5,17.0,,0.0,-1.0,6.5,,34.9,68.5,15.0,,0.10000000000000142,-0.8000000000000007,3.700000000000003,,36.4,96.5,17.299999999999994,,1.0,0.3999999999999986,-0.7000000000000064,4.5,
4949,Solapur,Industrial,20120100,2012,10,35.0,76.0,17.0,,0.0,0.0,-0.5,,33.4,72.39999999999998,16.0,,-1.5,1.0,3.8999999999999773,,35.3,80.0,17.0,,1.0,-1.1000000000000014,-0.2999999999999936,-16.5,
