,City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,NO2_Median,RSPM_PM10_Median,SO2_Median,SPM_Median,Median_SO2_MOM_diff,Median_NO2_MOM_diff,Median_RSPM_PM10_MOM_diff,Median_SPM_MOM_diff,NO2_P10,RSPM_PM10_P10,SO2_P10,SPM_P10,P10_NO2_MOM_diff,P10_SO2_MOM_diff,P10_RSPM_PM10_MOM_diff,P10_SPM_MOM_diff,NO2_P90,RSPM_PM10_P90,SO2_P90,SPM_P90,month_number_diff,P90_NO2_MOM_diff,P90_SO2_MOM_diff,P90_RSPM_PM10_MOM_diff,P90_SPM_MOM_diff
1384,Jalgaon,Industrial,20130070,2013,7,36.5,107.5,16.0,,-6.0,-10.5,6.5,,24.6,56.1,13.3,,-9.600000000000001,-1.8999999999999986,9.5,,59.40000000000001,153.60000000000005,27.1,,1.0,-6.599999999999987,-4.899999999999999,-4.799999999999898,
1385,Jalgaon,Industrial,20130080,2013,8,36.0,92.5,17.0,,1.0,-0.5,-15.0,,19.8,49.0,15.3,,-4.800000000000001,2.0,-7.100000000000001,,49.7,131.8,27.4,,1.0,-9.70000000000001,0.29999999999999716,-21.80000000000004,
1386,Jalgaon,Industrial,20130090,2013,9,38.5,101.0,19.5,,2.5,2.5,8.5,,26.3,56.2,16.6,,6.5,1.3000000000000007,7.200000000000003,,53.60000000000001,154.10000000000005,25.1,,1.0,3.9000000000000057,-2.299999999999997,22.30000000000004,
1387,Jalgaon,Industrial,20130100,2013,10,43.5,120.0,21.0,,1.5,5.0,19.0,,32.9,64.2,18.0,,6.599999999999998,1.3999999999999986,8.0,,68.9,139.9,29.50000000000001,,1.0,15.299999999999997,4.400000000000009,-14.200000000000045,
1388,Jalgaon,Industrial,20130110,2013,11,43.5,126.5,23.0,,2.0,0.0,6.5,,35.8,83.2,16.7,,2.8999999999999986,-1.3000000000000007,19.0,,65.30000000000001,154.8,24.6,,1.0,-3.5999999999999943,-4.900000000000009,14.900000000000006,
1389,Jalgaon,Industrial,20130120,2013,12,45.0,124.0,23.0,,0.0,1.5,-2.5,,40.4,117.6,15.6,,4.600000000000001,-1.0999999999999996,34.39999999999999,,94.0,218.2,29.8,,1.0,28.69999999999999,5.199999999999999,63.39999999999998,
1390,Jalgaon,Industrial,20140010,2014,1,45.0,119.0,24.0,,1.0,0.0,-5.0,,39.6,93.0,19.8,,-0.7999999999999972,4.200000000000001,-24.599999999999994,,48.8,129.8,26.0,,-11.0,-45.2,-3.8000000000000007,-88.39999999999998,
1391,Jalgaon,Industrial,20140020,2014,2,46.0,124.0,24.0,,0.0,1.0,5.0,,42.8,104.6,19.4,,3.1999999999999957,-0.40000000000000213,11.599999999999994,,50.40000000000001,131.6,25.200000000000006,,1.0,1.6000000000000156,-0.7999999999999936,1.799999999999983,
1392,Jalgaon,Industrial,20140030,2014,3,50.0,138.0,26.0,,2.0,4.0,14.0,,43.6,127.8,17.0,,0.8000000000000043,-2.3999999999999986,23.200000000000003,,52.0,141.2,29.200000000000006,,1.0,1.5999999999999872,4.0,9.599999999999994,
1393,Jalgaon,Industrial,20140040,2014,4,53.5,138.5,26.0,,0.0,3.5,0.5,,45.6,125.3,18.4,,2.0,1.3999999999999986,-2.5,,54.3,141.9,27.0,,1.0,2.299999999999997,-2.2000000000000064,0.700000000000017,
1394,Jalgaon,Industrial,20140050,2014,5,50.5,129.5,24.5,,-1.5,-3.0,-9.0,,46.40000000000001,107.5,18.8,,0.8000000000000114,0.40000000000000213,-17.799999999999997,,57.0,142.4,26.0,,1.0,2.700000000000003,-1.0,0.5,
1395,Jalgaon,Industrial,20140060,2014,6,46.0,124.5,19.0,,-5.5,-4.5,-5.0,,39.0,98.7,15.2,,-7.400000000000013,-3.6000000000000014,-8.799999999999997,,49.5,137.0,22.9,,1.0,-7.5,-3.1000000000000014,-5.400000000000006,
1396,Jalgaon,Industrial,20140070,2014,7,40.0,94.0,14.0,,-5.0,-6.0,-30.5,,37.6,68.6,12.6,,-1.3999999999999986,-2.5999999999999996,-30.10000000000001,,51.0,123.4,20.800000000000004,,1.0,1.5,-2.0999999999999943,-13.599999999999994,
1397,Jalgaon,Industrial,20140080,2014,8,44.0,116.0,17.0,,3.0,4.0,22.0,,33.800000000000004,82.2,11.8,,-3.799999999999997,-0.7999999999999989,13.600000000000009,,47.6,130.2,23.4,,1.0,-3.3999999999999986,2.5999999999999943,6.799999999999983,
1398,Jalgaon,Industrial,20140090,2014,9,45.0,132.0,19.0,,2.0,1.0,16.0,,41.4,120.4,18.0,,7.599999999999994,6.199999999999999,38.2,,48.5,139.2,25.3,,1.0,0.8999999999999986,1.9000000000000021,9.0,
1399,Jalgaon,Industrial,20140100,2014,10,48.0,132.0,21.0,,2.0,3.0,0.0,,43.8,128.0,18.0,,2.3999999999999986,0.0,7.599999999999994,,52.1,140.5,26.0,,1.0,3.6000000000000014,0.6999999999999993,1.3000000000000114,
1400,Jalgaon,Industrial,20140110,2014,11,50.5,128.5,20.0,,-1.0,2.5,-3.5,,46.6,123.5,17.7,,2.8000000000000043,-0.3000000000000007,-4.5,,51.6,134.3,23.0,,1.0,-0.5,-3.0,-6.199999999999989,
1401,Jalgaon,Industrial,20140120,2014,12,48.0,125.0,21.0,,1.0,-2.5,-3.5,,45.40000000000001,120.4,18.6,,-1.1999999999999886,0.9000000000000021,-3.0999999999999943,,49.4,132.6,25.200000000000006,,1.0,-2.200000000000003,2.2000000000000064,-1.700000000000017,
1402,Jalgaon,Industrial,20150010,2015,1,49.0,125.0,21.0,,0.0,1.0,0.0,,47.8,122.4,19.8,,2.3999999999999844,1.1999999999999993,2.0,,51.2,129.4,22.0,,-11.0,1.8000000000000043,-3.2000000000000064,-3.1999999999999886,
1403,Jalgaon,Industrial,20150020,2015,2,50.5,123.0,21.5,,0.5,1.5,-2.0,,48.7,119.7,20.7,,0.9000000000000057,0.8999999999999986,-2.700000000000003,,51.3,128.3,22.0,,1.0,0.09999999999999432,0.0,-1.0999999999999943,
1404,Jalgaon,Industrial,20150030,2015,3,50.0,121.0,21.0,,-0.5,-0.5,-2.0,,45.5,107.2,18.200000000000006,,-3.200000000000003,-2.499999999999993,-12.5,,51.0,123.6,22.0,,1.0,-0.29999999999999716,0.0,-4.700000000000017,
1405,Jalgaon,Industrial,20150040,2015,4,50.0,120.5,22.0,,1.0,0.0,-0.5,,47.7,113.9,20.9,,2.200000000000003,2.699999999999992,6.700000000000003,,52.1,123.2,23.1,,1.0,1.1000000000000014,1.1000000000000014,-0.3999999999999915,
1406,Jalgaon,Industrial,20150050,2015,5,51.0,122.5,22.0,,0.0,1.0,2.0,,50.4,113.8,20.7,,2.6999999999999957,-0.1999999999999993,-0.10000000000000853,,52.3,126.9,23.0,,1.0,0.19999999999999574,-0.10000000000000142,3.700000000000003,
1407,Jalgaon,Industrial,20150060,2015,6,40.0,100.0,16.0,,-6.0,-11.0,-22.5,,37.2,91.8,14.0,,-13.199999999999996,-6.699999999999999,-22.0,,42.40000000000001,114.4,17.0,,1.0,-9.899999999999984,-6.0,-12.5,
1408,Jalgaon,Industrial,20150070,2015,7,37.0,100.0,14.0,,-2.0,-3.0,0.0,,32.8,88.2,11.8,,-4.400000000000006,-2.1999999999999993,-3.5999999999999943,,43.2,107.2,15.2,,1.0,0.79999999999999,-1.8000000000000007,-7.200000000000003,
1409,Jalgaon,Industrial,20150080,2015,8,38.0,106.0,14.0,,0.0,1.0,6.0,,33.099999999999994,96.0,13.0,,0.29999999999999716,1.1999999999999993,7.799999999999997,,42.3,112.3,16.0,,1.0,-0.9000000000000057,0.8000000000000007,5.099999999999994,
1410,Jalgaon,Industrial,20150090,2015,9,38.5,111.0,15.0,,1.0,0.5,5.0,,35.7,106.1,14.0,,2.6000000000000085,1.0,10.099999999999994,,39.3,114.6,16.3,,1.0,-3.0,0.3000000000000007,2.299999999999997,
1411,Jalgaon,Industrial,20150100,2015,10,41.0,112.0,15.0,,0.0,2.5,1.0,,38.6,102.6,13.8,,2.8999999999999986,-0.1999999999999993,-3.5,,42.2,120.0,16.0,,1.0,2.9000000000000057,-0.3000000000000007,5.400000000000006,
1412,Jalgaon,Industrial,20150110,2015,11,37.0,109.5,14.0,,-1.0,-4.0,-2.5,,36.0,104.0,13.0,,-2.6000000000000014,-0.8000000000000007,1.4000000000000057,,39.3,117.2,16.299999999999994,,1.0,-2.9000000000000057,0.2999999999999936,-2.799999999999997,
1413,Jalgaon,Industrial,20150120,2015,12,38.5,120.0,14.0,,0.0,1.5,10.5,,36.90000000000001,111.9,13.0,,0.9000000000000128,0.0,7.900000000000006,,39.1,122.4,15.0,,1.0,-0.19999999999999574,-1.2999999999999936,5.200000000000003,
1414,Jalgaon,Residential,20100010,2010,1,47.5,120.0,20.5,196.5,,,,,39.0,101.8,16.5,184.0,,,,,50.40000000000001,143.8,23.1,225.1,,,,,
1415,Jalgaon,Residential,20100020,2010,2,47.5,121.5,17.0,170.0,-3.5,0.0,1.5,-26.5,38.0,94.8,12.3,144.0,-1.0,-4.199999999999999,-7.0,-40.0,51.0,146.0,18.700000000000006,207.6,1.0,0.5999999999999872,-4.399999999999995,2.1999999999999886,-17.5
1416,Jalgaon,Residential,20100030,2010,3,39.0,98.0,14.0,168.0,-3.0,-8.5,-23.5,-2.0,32.8,89.6,11.2,137.5,-5.200000000000003,-1.1000000000000014,-5.200000000000003,-6.5,41.7,123.9,16.1,206.2,1.0,-9.299999999999997,-2.600000000000005,-22.099999999999994,-1.4000000000000057
1417,Jalgaon,Residential,20100040,2010,4,40.0,111.0,13.0,172.0,-1.0,1.0,13.0,4.0,33.7,81.5,10.2,134.10000000000002,0.9000000000000057,-1.0,-8.099999999999994,-3.3999999999999773,40.0,131.4,16.5,223.9,1.0,-1.7000000000000028,0.3999999999999986,7.5,17.700000000000017
1418,Jalgaon,Residential,20100050,2010,5,44.0,122.0,15.0,197.0,2.0,4.0,11.0,25.0,37.2,117.6,14.0,169.6,3.5,3.8000000000000007,36.099999999999994,35.49999999999997,46.8,133.0,16.2,212.6,1.0,6.799999999999997,-0.3000000000000007,1.5999999999999943,-11.300000000000011
1419,Jalgaon,Residential,20100060,2010,6,42.0,119.0,15.0,196.0,0.0,-2.0,-3.0,-1.0,36.5,100.0,13.5,155.5,-0.7000000000000028,-0.5,-17.599999999999994,-14.099999999999994,46.0,132.0,18.5,225.0,1.0,-0.7999999999999972,2.3000000000000007,-1.0,12.400000000000006
1420,Jalgaon,Residential,20100070,2010,7,41.0,108.0,15.0,169.0,0.0,-1.0,-11.0,-27.0,37.4,92.0,12.0,162.8,0.8999999999999986,-1.5,-8.0,7.300000000000011,43.2,124.4,18.6,192.6,1.0,-2.799999999999997,0.10000000000000142,-7.599999999999994,-32.400000000000006
1421,Jalgaon,Residential,20100080,2010,8,41.0,112.5,15.0,178.0,0.0,0.0,4.5,9.0,36.0,93.0,11.5,141.5,-1.3999999999999986,-0.5,1.0,-21.30000000000001,47.0,127.0,19.5,200.5,1.0,3.799999999999997,0.8999999999999986,2.5999999999999943,7.900000000000006
1422,Jalgaon,Residential,20100090,2010,9,42.5,118.0,15.0,188.0,0.0,1.5,5.5,10.0,38.3,108.5,13.3,163.9,2.299999999999997,1.8000000000000007,15.5,22.400000000000006,46.0,124.0,17.0,197.4,1.0,-1.0,-2.5,-3.0,-3.0999999999999943
1423,Jalgaon,Residential,20100100,2010,10,41.0,116.5,15.0,222.0,0.0,-1.5,-1.5,34.0,37.6,97.9,12.6,162.6,-0.6999999999999957,-0.7000000000000011,-10.599999999999994,-1.3000000000000114,43.7,128.10000000000002,17.700000000000006,238.8,1.0,-2.299999999999997,0.7000000000000064,4.100000000000023,41.400000000000006
1424,Jalgaon,Residential,20100110,2010,11,42.0,118.0,15.0,209.0,0.0,1.0,1.5,-13.0,35.40000000000001,82.6,11.6,145.6,-2.1999999999999886,-1.0,-15.300000000000011,-17.0,49.4,134.4,18.2,244.6,1.0,5.699999999999996,0.4999999999999929,6.299999999999983,5.799999999999983
1425,Jalgaon,Residential,20100120,2010,12,43.5,132.0,17.0,248.0,2.0,1.5,14.0,39.0,39.5,99.5,14.5,175.0,4.099999999999987,2.9000000000000004,16.900000000000006,29.400000000000006,48.5,151.5,23.5,265.5,1.0,-0.8999999999999986,5.300000000000001,17.099999999999994,20.900000000000006
1426,Jalgaon,Residential,20110010,2011,1,43.5,130.0,16.0,,-1.0,0.0,-2.0,,32.8,95.6,9.9,,-6.700000000000003,-4.6,-3.9000000000000057,,48.0,149.10000000000005,23.0,,-11.0,-0.5,-0.5,-2.399999999999949,
1427,Jalgaon,Residential,20110020,2011,2,42.0,128.0,16.0,,0.0,-1.5,-2.0,,32.8,77.0,9.8,,0.0,-0.09999999999999964,-18.599999999999994,,49.0,135.0,20.6,,1.0,1.0,-2.3999999999999986,-14.100000000000051,
1428,Jalgaon,Residential,20110030,2011,3,44.0,135.0,16.5,,0.5,2.0,7.0,,35.0,98.0,11.5,,2.200000000000003,1.6999999999999993,21.0,,47.5,142.5,21.0,,1.0,-1.5,0.3999999999999986,7.5,
1429,Jalgaon,Residential,20110040,2011,4,41.5,123.5,15.0,,-1.5,-2.5,-11.5,,35.4,103.6,12.0,,0.3999999999999986,0.5,5.599999999999994,,48.0,138.60000000000002,17.3,,1.0,0.5,-3.6999999999999993,-3.8999999999999773,
1430,Jalgaon,Residential,20110050,2011,5,40.0,111.5,14.5,,-0.5,-1.5,-12.0,,30.200000000000006,62.40000000000001,8.0,,-5.199999999999992,-4.0,-41.19999999999998,,43.60000000000001,122.2,17.0,,1.0,-4.3999999999999915,-0.3000000000000007,-16.40000000000002,
1431,Jalgaon,Residential,20110060,2011,6,41.0,95.0,14.0,,-0.5,1.0,-16.5,,28.4,67.4,9.0,,-1.8000000000000078,1.0,4.999999999999993,,42.0,110.4,17.0,,1.0,-1.6000000000000085,0.0,-11.799999999999997,
1432,Jalgaon,Residential,20110070,2011,7,33.0,83.0,10.0,,-4.0,-8.0,-12.0,,28.2,68.8,8.6,,-0.1999999999999993,-0.40000000000000036,1.3999999999999915,,44.0,134.0,16.8,,1.0,2.0,-0.1999999999999993,23.599999999999994,
1433,Jalgaon,Residential,20110080,2011,8,33.0,100.0,12.0,,2.0,0.0,17.0,,23.200000000000006,56.8,7.0,,-4.999999999999993,-1.5999999999999996,-12.0,,43.2,123.0,17.2,,1.0,-0.7999999999999972,0.3999999999999986,-11.0,
1434,Jalgaon,Residential,20110090,2011,9,36.0,110.0,13.5,,1.5,3.0,10.0,,32.0,87.0,11.5,,8.799999999999994,4.5,30.200000000000003,,42.0,120.5,16.0,,1.0,-1.2000000000000028,-1.1999999999999993,-2.5,
1435,Jalgaon,Residential,20110100,2011,10,39.0,113.0,14.0,,0.5,3.0,3.0,,33.6,99.4,11.6,,1.6000000000000014,0.09999999999999964,12.400000000000006,,42.8,120.4,16.4,,1.0,0.7999999999999972,0.3999999999999986,-0.09999999999999432,
1436,Jalgaon,Residential,20110110,2011,11,43.5,116.5,16.5,,2.5,4.5,3.5,,35.7,101.7,11.7,,2.1000000000000014,0.09999999999999964,2.299999999999997,,44.6,130.3,18.0,,1.0,1.8000000000000043,1.6000000000000014,9.900000000000006,
1437,Jalgaon,Residential,20110120,2011,12,42.0,121.0,15.0,,-1.5,-1.5,4.5,,37.0,99.4,13.8,,1.2999999999999972,2.1000000000000014,-2.299999999999997,,48.0,131.6,21.0,,1.0,3.3999999999999986,3.0,1.299999999999983,
1438,Jalgaon,Residential,20120010,2012,1,44.0,123.0,18.0,,3.0,2.0,2.0,,38.8,114.2,15.6,,1.7999999999999972,1.799999999999999,14.799999999999997,,49.8,138.6,22.0,,-11.0,1.7999999999999972,1.0,7.0,
1439,Jalgaon,Residential,20120020,2012,2,49.0,139.0,19.0,,1.0,5.0,16.0,,37.0,110.2,14.4,,-1.7999999999999972,-1.1999999999999993,-4.0,,53.8,146.8,23.6,,1.0,4.0,1.6000000000000014,8.200000000000017,
1440,Jalgaon,Residential,20120030,2012,3,44.0,135.0,17.0,,-2.0,-5.0,-4.0,,35.0,110.0,14.0,,-2.0,-0.40000000000000036,-0.20000000000000284,,49.0,145.0,21.0,,1.0,-4.799999999999997,-2.6000000000000014,-1.8000000000000114,
1441,Jalgaon,Residential,20120040,2012,4,45.0,143.0,17.0,,0.0,1.0,8.0,,39.2,100.8,14.6,,4.200000000000003,0.5999999999999996,-9.200000000000003,,48.0,149.60000000000005,19.0,,1.0,-1.0,-2.0,4.600000000000051,
1442,Jalgaon,Residential,20120050,2012,5,45.0,146.0,17.0,,0.0,0.0,3.0,,43.0,116.4,16.4,,3.799999999999997,1.799999999999999,15.600000000000009,,47.0,149.0,19.0,,1.0,-1.0,0.0,-0.6000000000000512,
1443,Jalgaon,Residential,20120060,2012,6,42.0,137.0,16.0,,-1.0,-3.0,-9.0,,34.7,101.4,15.0,,-8.299999999999997,-1.3999999999999986,-15.0,,46.90000000000001,145.3,17.6,,1.0,-0.09999999999998721,-1.3999999999999986,-3.6999999999999886,
1444,Jalgaon,Residential,20120070,2012,7,33.0,93.0,13.0,,-3.0,-9.0,-44.0,,29.700000000000006,84.7,10.0,,-4.9999999999999964,-5.0,-16.700000000000003,,44.6,133.3,18.0,,1.0,-2.3000000000000114,0.3999999999999986,-12.0,
1445,Jalgaon,Residential,20120080,2012,8,34.0,97.5,15.0,,2.0,1.0,4.5,,33.0,94.0,14.0,,3.2999999999999936,4.0,9.299999999999997,,42.0,119.5,16.5,,1.0,-2.6000000000000014,-1.5,-13.800000000000011,
1446,Jalgaon,Residential,20120090,2012,9,37.0,105.0,16.0,,1.0,3.0,7.5,,33.2,97.4,14.6,,0.20000000000000284,0.5999999999999996,3.4000000000000057,,44.2,140.6,18.4,,1.0,2.200000000000003,1.8999999999999986,21.099999999999994,
1447,Jalgaon,Residential,20120100,2012,10,38.0,111.5,16.0,,0.0,1.0,6.5,,34.9,103.0,14.7,,1.6999999999999957,0.09999999999999964,5.599999999999994,,46.2,126.50000000000004,20.0,,1.0,2.0,1.6000000000000014,-14.099999999999952,
1448,Jalgaon,Residential,20120110,2012,11,42.0,117.0,15.5,,-0.5,4.0,5.5,,34.0,100.5,13.0,,-0.8999999999999986,-1.6999999999999993,-2.5,,46.5,125.0,19.5,,1.0,0.29999999999999716,-0.5,-1.5000000000000426,
1449,Jalgaon,Residential,20120120,2012,12,43.0,125.0,17.0,,1.5,1.0,8.0,,40.2,104.4,14.4,,6.200000000000003,1.4000000000000004,3.9000000000000057,,49.0,142.8,23.0,,1.0,2.5,3.5,17.80000000000001,
1450,Jalgaon,Residential,20130010,2013,1,46.0,125.0,19.5,,2.5,3.0,0.0,,35.5,105.0,16.0,,-4.700000000000003,1.5999999999999996,0.5999999999999943,,51.0,156.0,22.0,,-11.0,2.0,-1.0,13.199999999999989,
1451,Jalgaon,Residential,20130020,2013,2,47.5,141.5,19.0,,-0.5,1.5,16.5,,33.0,102.5,15.0,,-2.5,-1.0,-2.5,,55.5,158.0,25.0,,1.0,4.5,3.0,2.0,
1452,Jalgaon,Residential,20130030,2013,3,48.0,149.0,18.0,,-1.0,0.5,7.5,,33.800000000000004,99.0,15.2,,0.8000000000000043,0.1999999999999993,-3.5,,51.0,158.8,22.6,,1.0,-4.5,-2.3999999999999986,0.8000000000000114,
1453,Jalgaon,Residential,20130040,2013,4,50.0,159.0,19.0,,1.0,2.0,10.0,,43.0,123.0,16.6,,9.199999999999996,1.4000000000000021,24.0,,53.0,166.2,21.0,,1.0,2.0,-1.6000000000000014,7.399999999999977,
1454,Jalgaon,Residential,20130050,2013,5,45.0,144.0,17.0,,-2.0,-5.0,-15.0,,39.8,112.6,15.6,,-3.200000000000003,-1.0000000000000018,-10.400000000000006,,49.8,153.6,20.0,,1.0,-3.200000000000003,-1.0,-12.599999999999994,
1455,Jalgaon,Residential,20130060,2013,6,33.0,106.0,14.0,,-3.0,-12.0,-38.0,,29.0,91.0,14.0,,-10.799999999999997,-1.5999999999999996,-21.599999999999994,,40.0,152.0,18.0,,1.0,-9.799999999999997,-2.0,-1.5999999999999943,
1456,Jalgaon,Residential,20130070,2013,7,30.5,95.5,13.0,,-1.0,-2.5,-10.5,,28.3,88.6,12.0,,-0.6999999999999993,-2.0,-2.4000000000000057,,43.3,108.8,17.700000000000006,,1.0,3.299999999999997,-0.2999999999999936,-43.2,
1457,Jalgaon,Residential,20130080,2013,8,33.0,102.0,15.0,,2.0,2.5,6.5,,29.4,94.6,12.4,,1.0999999999999979,0.40000000000000036,6.0,,48.8,147.8,20.4,,1.0,5.5,2.699999999999992,39.000000000000014,
1458,Jalgaon,Residential,20130090,2013,9,34.5,109.5,16.0,,1.0,1.5,7.5,,33.5,99.5,14.5,,4.100000000000001,2.0999999999999996,4.900000000000006,,46.5,139.5,18.5,,1.0,-2.299999999999997,-1.8999999999999986,-8.300000000000011,
1459,Jalgaon,Residential,20130100,2013,10,35.0,110.0,16.0,,0.0,0.5,0.5,,31.5,102.5,15.0,,-2.0,0.5,3.0,,37.0,115.0,17.0,,1.0,-9.5,-1.5,-24.5,
1460,Jalgaon,Residential,20130110,2013,11,36.0,111.0,17.0,,1.0,1.0,1.0,,34.0,106.0,15.5,,2.5,0.5,3.5,,42.5,131.0,18.5,,1.0,5.5,1.5,16.0,
1461,Jalgaon,Residential,20130120,2013,12,38.0,110.5,17.5,,0.5,2.0,-0.5,,35.0,104.1,15.7,,1.0,0.1999999999999993,-1.9000000000000057,,44.8,127.60000000000002,19.3,,1.0,2.299999999999997,0.8000000000000007,-3.3999999999999773,
1462,Jalgaon,Residential,20140010,2014,1,39.5,108.0,18.0,,0.5,1.5,-2.5,,35.4,90.0,14.7,,0.3999999999999986,-1.0,-14.099999999999994,,42.3,118.3,21.0,,-11.0,-2.5,1.6999999999999993,-9.300000000000026,
1463,Jalgaon,Residential,20140020,2014,2,41.0,108.0,20.0,,2.0,1.5,0.0,,35.2,85.6,15.4,,-0.19999999999999574,0.7000000000000011,-4.400000000000006,,43.8,118.8,22.8,,1.0,1.5,1.8000000000000007,0.5,
1464,Jalgaon,Residential,20140030,2014,3,44.5,126.0,23.5,,3.5,3.5,18.0,,40.4,116.7,18.4,,5.199999999999996,2.9999999999999982,31.10000000000001,,48.3,133.9,26.0,,1.0,4.5,3.1999999999999993,15.100000000000009,
1465,Jalgaon,Residential,20140040,2014,4,45.5,128.0,23.0,,-0.5,1.0,2.0,,39.0,111.7,14.7,,-1.3999999999999986,-3.6999999999999993,-5.0,,48.0,139.3,25.0,,1.0,-0.29999999999999716,-1.0,5.400000000000006,
1466,Jalgaon,Residential,20140050,2014,5,47.0,128.0,22.0,,-1.0,1.5,0.0,,34.8,103.4,13.6,,-4.200000000000003,-1.0999999999999996,-8.299999999999997,,49.0,136.4,24.0,,1.0,1.0,-1.0,-2.9000000000000057,
1467,Jalgaon,Residential,20140060,2014,6,41.0,116.0,15.0,,-7.0,-6.0,-12.0,,38.2,107.8,14.0,,3.4000000000000057,0.40000000000000036,4.3999999999999915,,44.0,129.2,18.8,,1.0,-5.0,-5.199999999999999,-7.200000000000017,
1468,Jalgaon,Residential,20140070,2014,7,37.0,109.0,14.5,,-0.5,-4.0,-7.0,,31.7,80.8,11.0,,-6.5000000000000036,-3.0,-27.0,,42.0,116.3,20.3,,1.0,-2.0,1.5,-12.899999999999991,
1469,Jalgaon,Residential,20140080,2014,8,33.0,95.0,13.0,,-1.5,-4.0,-14.0,,23.2,67.80000000000001,7.6,,-8.5,-3.4000000000000004,-12.999999999999986,,42.0,114.4,19.200000000000006,,1.0,0.0,-1.0999999999999943,-1.8999999999999915,
1470,Jalgaon,Residential,20140090,2014,9,37.0,104.0,17.0,,4.0,4.0,9.0,,33.0,85.0,14.5,,9.8,6.9,17.19999999999999,,43.5,111.5,19.5,,1.0,1.5,0.2999999999999936,-2.9000000000000057,
1471,Jalgaon,Residential,20140100,2014,10,39.0,114.0,16.5,,-0.5,2.0,10.0,,35.7,107.4,15.0,,2.700000000000003,0.5,22.400000000000006,,42.6,123.20000000000002,22.3,,1.0,-0.8999999999999986,2.8000000000000007,11.700000000000017,
1472,Jalgaon,Residential,20140110,2014,11,40.5,116.5,16.5,,0.0,1.5,2.5,,36.0,104.0,14.0,,0.29999999999999716,-1.0,-3.4000000000000057,,44.6,123.0,19.9,,1.0,2.0,-2.400000000000002,-0.20000000000001705,
1473,Jalgaon,Residential,20140120,2014,12,41.0,114.0,15.0,,-1.5,0.5,-2.5,,35.59999999999999,97.6,13.6,,-0.4000000000000128,-0.40000000000000036,-6.400000000000006,,43.8,124.0,20.200000000000006,,1.0,-0.8000000000000043,0.3000000000000078,1.0,
1474,Jalgaon,Residential,20150010,2015,1,41.0,115.0,16.0,,1.0,0.0,1.0,,38.7,111.0,15.0,,3.1000000000000156,1.4000000000000004,13.400000000000006,,45.3,120.0,19.3,,-11.0,1.5,-0.9000000000000057,-4.0,
1475,Jalgaon,Residential,20150020,2015,2,44.0,110.0,16.5,,0.5,3.0,-5.0,,41.0,108.0,15.0,,2.299999999999997,0.0,-3.0,,47.5,115.5,20.0,,1.0,2.200000000000003,0.6999999999999993,-4.5,
1476,Jalgaon,Residential,20150030,2015,3,46.5,114.0,18.0,,1.5,2.5,4.0,,23.8,82.7,14.0,,-17.2,-1.0,-25.299999999999997,,48.0,118.0,20.3,,1.0,0.5,0.3000000000000007,2.5,
1477,Jalgaon,Residential,20150040,2015,4,43.0,111.0,18.0,,0.0,-3.5,-3.0,,39.0,99.0,16.5,,15.2,2.5,16.299999999999997,,47.5,117.5,20.5,,1.0,-0.5,0.1999999999999993,-0.5,
1478,Jalgaon,Residential,20150050,2015,5,42.5,109.0,17.0,,-1.0,-0.5,-2.0,,39.0,104.0,15.0,,0.0,-1.5,5.0,,45.6,112.6,20.0,,1.0,-1.8999999999999986,-0.5,-4.900000000000006,
1479,Jalgaon,Residential,20150060,2015,6,32.5,88.5,13.0,,-4.0,-10.0,-20.5,,25.6,75.60000000000002,10.3,,-13.399999999999999,-4.699999999999999,-28.399999999999977,,39.0,103.4,16.400000000000002,,1.0,-6.600000000000001,-3.599999999999998,-9.199999999999989,
1480,Jalgaon,Residential,20150070,2015,7,33.0,90.0,13.0,,0.0,0.5,1.5,,31.0,77.2,11.0,,5.399999999999999,0.6999999999999993,1.59999999999998,,36.2,100.6,15.0,,1.0,-2.799999999999997,-1.4000000000000021,-2.8000000000000114,
1481,Jalgaon,Residential,20150080,2015,8,32.5,96.0,13.0,,0.0,-0.5,6.0,,28.0,84.0,11.0,,-3.0,0.0,6.799999999999997,,35.0,103.3,14.3,,1.0,-1.2000000000000028,-0.6999999999999993,2.700000000000003,
1482,Jalgaon,Residential,20150090,2015,9,33.0,104.0,13.0,,0.0,0.5,8.0,,27.5,97.0,11.5,,-0.5,0.5,13.0,,37.0,112.0,15.0,,1.0,2.0,0.6999999999999993,8.700000000000003,
1483,Jalgaon,Residential,20150100,2015,10,33.0,101.0,13.0,,0.0,0.0,-3.0,,29.700000000000006,93.5,11.7,,2.2000000000000064,0.1999999999999993,-3.5,,37.0,108.0,14.0,,1.0,0.0,-1.0,-4.0,
1484,Jalgaon,Residential,20150110,2015,11,33.0,105.0,13.0,,0.0,0.0,4.0,,30.2,98.4,12.0,,0.4999999999999929,0.3000000000000007,4.900000000000006,,37.8,149.8,15.0,,1.0,0.7999999999999972,1.0,41.80000000000001,
1485,Jalgaon,Residential,20150120,2015,12,33.0,110.0,13.0,,0.0,0.0,5.0,,29.6,96.8,10.6,,-0.5999999999999979,-1.4000000000000004,-1.6000000000000085,,38.0,115.6,13.4,,1.0,0.20000000000000284,-1.5999999999999996,-34.20000000000002,
