City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,year_number_diff,NO2_Median_YOY_diff,NO2_Median,Median_NO2_MOM_diff
Nagpur,Residential,20070070,2007,7,1,-3.85,19.9,1.45
Nagpur,Residential,20080070,2008,7,1,8.75,28.65,1.25
Nagpur,Residential,20090070,2009,7,1,-1.4,27.25,-3
Nagpur,Residential,20100070,2010,7,1,1.75,29,7.16666667
Nagpur,Residential,20110070,2011,7,1,-2,27,2
Nagpur,Residential,20120070,2012,7,1,5.5,32.5,2.5
Nagpur,Residential,20130070,2013,7,1,-5.5,27,3.5
Nagpur,Residential,20140070,2014,7,1,-1,26,2
Nagpur,Residential,20150070,2015,7,1,-2,24,1
Nagpur,Residential,19900080,1990,8,-25,,14,2.75
Nagpur,Residential,19910080,1991,8,1,-5.85,8.15,-4.65
Nagpur,Residential,19930080,1993,8,2,,7.8,-11.3
Nagpur,Residential,19940080,1994,8,1,-3.4,4.4,-7.95
Nagpur,Residential,19950080,1995,8,1,8.1,12.5,1.85
Nagpur,Residential,19960080,1996,8,1,-3.15,9.35,-2.95
Nagpur,Residential,19970080,1997,8,1,-2.05,7.3,-2.25
Nagpur,Residential,19980080,1998,8,1,2.9,10.2,-0.1
Nagpur,Residential,19990080,1999,8,1,2.95,13.15,-0.1
Nagpur,Residential,20000080,2000,8,1,3.7,16.85,-0.75
Nagpur,Residential,20010080,2001,8,1,-2.25,14.6,-1.1
Nagpur,Residential,20020080,2002,8,1,-1,13.6,-0.2
Nagpur,Residential,20030080,2003,8,1,-5.6,8,-6
Nagpur,Residential,20040080,2004,8,1,10.1,18.1,3.1
Nagpur,Residential,20050080,2005,8,1,8.7,26.8,-3.9
Nagpur,Residential,20060080,2006,8,1,-0.2,26.6,2.85
Nagpur,Residential,20070080,2007,8,1,-9.8,16.8,-3.1
Nagpur,Residential,20080080,2008,8,1,14.9,31.7,3.05
Nagpur,Residential,20090080,2009,8,1,-4.55,27.15,-0.1
Nagpur,Residential,20100080,2010,8,1,-1.73333333,25.41666667,-3.58333333
Nagpur,Residential,20110080,2011,8,1,0.58333333,26,-1
Nagpur,Residential,20120080,2012,8,1,2,28,-4.5
Nagpur,Residential,20130080,2013,8,1,-2,26,-1
Nagpur,Residential,20140080,2014,8,1,-3,23,-3
Nagpur,Residential,20150080,2015,8,1,1,24,0
Nagpur,Residential,19900090,1990,9,-25,,8.9,-5.1
Nagpur,Residential,19910090,1991,9,1,8.3,17.2,9.05
Nagpur,Residential,19930090,1993,9,2,,6.9,-0.9
Nagpur,Residential,19940090,1994,9,1,0,6.9,2.5
Nagpur,Residential,19950090,1995,9,1,5.1,12,-0.5
Nagpur,Residential,19960090,1996,9,1,-1.35,10.65,1.3
Nagpur,Residential,19970090,1997,9,1,2.1,12.75,5.45
Nagpur,Residential,19980090,1998,9,1,4.1,16.85,6.65
Nagpur,Residential,19990090,1999,9,1,-4.8,12.05,-1.1
Nagpur,Residential,20000090,2000,9,1,4.55,16.6,-0.25
Nagpur,Residential,20010090,2001,9,1,-0.8,15.8,1.2
Nagpur,Residential,20020090,2002,9,1,0.4,16.2,2.6
Nagpur,Residential,20030090,2003,9,1,-2.2,14,6
Nagpur,Residential,20040090,2004,9,1,4.7,18.7,0.6
Nagpur,Residential,20050090,2005,9,1,14,32.7,5.9
Nagpur,Residential,20060090,2006,9,1,4.55,37.25,10.65
Nagpur,Residential,20070090,2007,9,1,-19.45,17.8,1
Nagpur,Residential,20080090,2008,9,1,15.5,33.3,1.6
Nagpur,Residential,20090090,2009,9,1,-6.3,27,-0.15
Nagpur,Residential,20100090,2010,9,1,4,31,5.58333333
Nagpur,Residential,20110090,2011,9,1,-1,30,4
Nagpur,Residential,20120090,2012,9,1,1,31,3
Nagpur,Residential,20130090,2013,9,1,-5,26,0
Nagpur,Residential,20140090,2014,9,1,-2,24,1
Nagpur,Residential,20150090,2015,9,1,3,27,3
Nagpur,Residential,19900100,1990,10,-25,,21.2,12.3
Nagpur,Residential,19910100,1991,10,1,-4.6,16.6,-0.6
Nagpur,Residential,19930100,1993,10,2,,16.1,9.2
Nagpur,Residential,19950100,1995,10,2,,15.15,3.15
Nagpur,Residential,19960100,1996,10,1,-1.1,14.05,3.4
Nagpur,Residential,19970100,1997,10,1,-2.45,11.6,-1.15
Nagpur,Residential,19980100,1998,10,1,6.5,18.1,1.25
Nagpur,Residential,19990100,1999,10,1,8.3,26.4,14.35
Nagpur,Residential,20000100,2000,10,1,-12.55,13.85,-2.75
Nagpur,Residential,20010100,2001,10,1,2.15,16,0.2
Nagpur,Residential,20020100,2002,10,1,1.45,17.45,1.25
Nagpur,Residential,20030100,2003,10,1,3.05,20.5,6.5
Nagpur,Residential,20040100,2004,10,1,-0.7,19.8,1.1
Nagpur,Residential,20050100,2005,10,1,6.65,26.45,-6.25
Nagpur,Residential,20060100,2006,10,1,7.4,33.85,-3.4
Nagpur,Residential,20070100,2007,10,1,-8.05,25.8,8
Nagpur,Residential,20080100,2008,10,1,26,51.8,18.5
Nagpur,Residential,20090100,2009,10,1,-19.8,32,5
Nagpur,Residential,20100100,2010,10,1,0,32,1
Nagpur,Residential,20110100,2011,10,1,6,38,8
Nagpur,Residential,20120100,2012,10,1,-4.5,33.5,2.5
Nagpur,Residential,20130100,2013,10,1,-8,25.5,-0.5
Nagpur,Residential,20140100,2014,10,1,1.5,27,3
Nagpur,Residential,20150100,2015,10,1,1,28,1
Nagpur,Residential,19900110,1990,11,-25,,22.65,1.45
Nagpur,Residential,19910110,1991,11,1,-1.1,21.55,4.95
Nagpur,Residential,19930110,1993,11,2,,12.5,-3.6
Nagpur,Residential,19940110,1994,11,1,-0.25,12.25,
Nagpur,Residential,19950110,1995,11,1,3.75,16,0.85
Nagpur,Residential,19960110,1996,11,1,0.65,16.65,2.6
Nagpur,Residential,19970110,1997,11,1,1.65,18.3,6.7
Nagpur,Residential,19980110,1998,11,1,-4.45,13.85,-4.25
Nagpur,Residential,19990110,1999,11,1,8.35,22.2,-4.2
Nagpur,Residential,20000110,2000,11,1,-6,16.2,2.35
Nagpur,Residential,20010110,2001,11,1,2.5,18.7,2.7
Nagpur,Residential,20020110,2002,11,1,-1.7,17,-0.45
Nagpur,Residential,20030110,2003,11,1,7.5,24.5,4
Nagpur,Residential,20040110,2004,11,1,-1.9,22.6,2.8
Nagpur,Residential,20050110,2005,11,1,2.1,24.7,-1.75
Nagpur,Residential,20060110,2006,11,1,5.35,30.05,-3.8
Nagpur,Residential,20070110,2007,11,1,-0.25,29.8,4
Nagpur,Residential,20080110,2008,11,1,-2.6,27.2,-24.6
Nagpur,Residential,20090110,2009,11,1,7.9,35.1,3.1
Nagpur,Residential,20100110,2010,11,1,-3.391666665,31.70833334,-0.291666665
Nagpur,Residential,20110110,2011,11,1,8.791666665,40.5,2.5
Nagpur,Residential,20120110,2012,11,1,-7,33.5,0
Nagpur,Residential,20130110,2013,11,1,-6,27.5,2
Nagpur,Residential,20140110,2014,11,1,0.5,28,1
Nagpur,Residential,20150110,2015,11,1,7.5,35.5,7.5
Nagpur,Residential,19900120,1990,12,-25,,17.55,-5.1
Nagpur,Residential,19910120,1991,12,1,-1.35,16.2,-5.35
Nagpur,Residential,19930120,1993,12,2,,10,-2.5
Nagpur,Residential,19940120,1994,12,1,8.7,18.7,6.45
Nagpur,Residential,19950120,1995,12,1,-2.15,16.55,0.55
Nagpur,Residential,19960120,1996,12,1,6.5,23.05,6.4
Nagpur,Residential,19970120,1997,12,1,-1.1,21.95,3.65
Nagpur,Residential,19980120,1998,12,1,-1.6,20.35,6.5
Nagpur,Residential,19990120,1999,12,1,6.35,26.7,4.5
Nagpur,Residential,20000120,2000,12,1,-3.1,23.6,7.4
Nagpur,Residential,20010120,2001,12,1,-3.95,19.65,0.95
Nagpur,Residential,20020120,2002,12,1,-2.35,17.3,0.3
Nagpur,Residential,20030120,2003,12,1,7.7,25,0.5
Nagpur,Residential,20040120,2004,12,1,13.5,38.5,15.9
Nagpur,Residential,20050120,2005,12,1,-8.65,29.85,5.15
Nagpur,Residential,20060120,2006,12,1,0.55,30.4,0.35
Nagpur,Residential,20070120,2007,12,1,-1.2,29.2,-0.6
Nagpur,Residential,20080120,2008,12,1,9,38.2,11
Nagpur,Residential,20090120,2009,12,1,-5.05,33.15,-1.95
Nagpur,Residential,20100120,2010,12,1,1.85,35,3.291666665
Nagpur,Residential,20110120,2011,12,1,-1.5,33.5,-7
Nagpur,Residential,20120120,2012,12,1,4,37.5,4
Nagpur,Residential,20130120,2013,12,1,-11,26.5,-1
Nagpur,Residential,20140120,2014,12,1,4.5,31,3
Nagpur,Residential,20150120,2015,12,1,0,31,-4.5
Nanded,Industrial,20110010,2011,1,,,27,
Nanded,Industrial,20120010,2012,1,1,17,44,3.5
Nanded,Industrial,20130010,2013,1,1,22,66,6
Nanded,Industrial,20140010,2014,1,1,1.5,67.5,53
Nanded,Industrial,20150010,2015,1,1,19,86.5,0.5
Nanded,Industrial,20110020,2011,2,-4,,52.5,25.5
Nanded,Industrial,20120020,2012,2,1,-0.5,52,8
Nanded,Industrial,20130020,2013,2,1,19,71,5
Nanded,Industrial,20140020,2014,2,1,0,71,3.5
Nanded,Industrial,20150020,2015,2,1,15.5,86.5,0
Nanded,Industrial,20110030,2011,3,-4,,51.5,-1
Nanded,Industrial,20120030,2012,3,1,5.5,57,5
Nanded,Industrial,20130030,2013,3,1,18,75,4
Nanded,Industrial,20140030,2014,3,1,-9,66,-5
Nanded,Industrial,20150030,2015,3,1,20,86,-0.5
Nanded,Industrial,20110040,2011,4,-4,,28.5,-23
Nanded,Industrial,20120040,2012,4,1,33.5,62,5
Nanded,Industrial,20130040,2013,4,1,18.5,80.5,5.5
Nanded,Industrial,20140040,2014,4,1,0.5,81,15
Nanded,Industrial,20150040,2015,4,1,6,87,1
Nanded,Industrial,20110050,2011,5,-4,,94,65.5
Nanded,Industrial,20120050,2012,5,1,-18,76,14
Nanded,Industrial,20130050,2013,5,1,11.5,87.5,7
Nanded,Industrial,20140050,2014,5,1,0,87.5,6.5
Nanded,Industrial,20150050,2015,5,1,0.5,88,1
Nanded,Industrial,20110060,2011,6,-4,,17,-77
Nanded,Industrial,20120060,2012,6,1,40,57,-19
Nanded,Industrial,20130060,2013,6,1,-48,9,-78.5
Nanded,Industrial,20140060,2014,6,1,77,86,-1.5
Nanded,Industrial,20150060,2015,6,1,2,88,0
Nanded,Industrial,20110070,2011,7,-4,,4,-13
Nanded,Industrial,20120070,2012,7,1,5,9,-48
Nanded,Industrial,20130070,2013,7,1,0,9,0
Nanded,Industrial,20140070,2014,7,1,77,86,0
Nanded,Industrial,20150070,2015,7,1,2,88,0
Nanded,Industrial,20110080,2011,8,-4,,11,7
Nanded,Industrial,20120080,2012,8,1,33,44,35
Nanded,Industrial,20130080,2013,8,1,-35,9,0
Nanded,Industrial,20140080,2014,8,1,76,85,-1
Nanded,Industrial,20150080,2015,8,1,3,88,0
Nanded,Industrial,20110090,2011,9,-4,,48,37
Nanded,Industrial,20120090,2012,9,1,-3,45,1
Nanded,Industrial,20130090,2013,9,1,4,49,40
Nanded,Industrial,20140090,2014,9,1,37,86,1
Nanded,Industrial,20150090,2015,9,1,2,88,0
Nanded,Industrial,20110100,2011,10,-4,,47,-1
Nanded,Industrial,20120100,2012,10,1,3,50,5
Nanded,Industrial,20130100,2013,10,1,5,55,6
Nanded,Industrial,20140100,2014,10,1,31,86,0
Nanded,Industrial,20150100,2015,10,1,2,88,0
Nanded,Industrial,20110110,2011,11,-4,,45,-2
Nanded,Industrial,20120110,2012,11,1,11,56,6
Nanded,Industrial,20130110,2013,11,1,-40,16,-39
Nanded,Industrial,20140110,2014,11,1,70,86,0
Nanded,Industrial,20150110,2015,11,1,2,88,0
Nanded,Industrial,20110120,2011,12,-4,,40.5,-4.5
Nanded,Industrial,20120120,2012,12,1,19.5,60,4
Nanded,Industrial,20130120,2013,12,1,-45.5,14.5,-1.5
Nanded,Industrial,20140120,2014,12,1,71.5,86,0
Nanded,Industrial,20150120,2015,12,1,2,88,0
Nanded,Residential,20110010,2011,1,,,19,
Nanded,Residential,20120010,2012,1,1,0,19,-1.5
Nanded,Residential,20130010,2013,1,1,7,26,4
Nanded,Residential,20140010,2014,1,1,-7,19,5
Nanded,Residential,20150010,2015,1,1,12,31,1.5
Nanded,Residential,20110020,2011,2,-4,,18,-1
Nanded,Residential,20120020,2012,2,1,4,22,3
Nanded,Residential,20130020,2013,2,1,4.5,26.5,0.5
Nanded,Residential,20140020,2014,2,1,1.5,28,9
Nanded,Residential,20150020,2015,2,1,1.5,29.5,-1.5
Nanded,Residential,20110030,2011,3,-4,,17,-1
Nanded,Residential,20120030,2012,3,1,8.5,25.5,3.5
Nanded,Residential,20130030,2013,3,1,5,30.5,4
Nanded,Residential,20140030,2014,3,1,-5.5,25,-3
Nanded,Residential,20150030,2015,3,1,4.5,29.5,0
Nanded,Residential,20110040,2011,4,-4,,18.5,1.5
Nanded,Residential,20120040,2012,4,1,3.5,22,-3.5
Nanded,Residential,20130040,2013,4,1,12,34,3.5
Nanded,Residential,20140040,2014,4,1,-6.5,27.5,2.5
Nanded,Residential,20150040,2015,4,1,0.5,28,-1.5
Nanded,Residential,20110050,2011,5,-4,,42,23.5
Nanded,Residential,20120050,2012,5,1,-13,29,7
Nanded,Residential,20130050,2013,5,1,10.5,39.5,5.5
Nanded,Residential,20140050,2014,5,1,-2,37.5,10
Nanded,Residential,20150050,2015,5,1,-6.5,31,3
Nanded,Residential,20110060,2011,6,-4,,10,-32
Nanded,Residential,20120060,2012,6,1,10,20,-9
Nanded,Residential,20130060,2013,6,1,-11,9,-30.5
Nanded,Residential,20140060,2014,6,1,22,31,-6.5
Nanded,Residential,20150060,2015,6,1,-1.5,29.5,-1.5
Nanded,Residential,20110070,2011,7,-4,,13,3
Nanded,Residential,20120070,2012,7,1,1.5,14.5,-5.5
Nanded,Residential,20130070,2013,7,1,-5.5,9,0
Nanded,Residential,20140070,2014,7,1,22,31,0
Nanded,Residential,20150070,2015,7,1,-3,28,-1.5
Nanded,Residential,20110080,2011,8,-4,,11,-2
Nanded,Residential,20120080,2012,8,1,5.5,16.5,2
Nanded,Residential,20130080,2013,8,1,-7.5,9,0
Nanded,Residential,20140080,2014,8,1,21,30,-1
Nanded,Residential,20150080,2015,8,1,1,31,3
Nanded,Residential,20110090,2011,9,-4,,21.5,10.5
Nanded,Residential,20120090,2012,9,1,-5.5,16,-0.5
Nanded,Residential,20130090,2013,9,1,-1,15,6
Nanded,Residential,20140090,2014,9,1,13.5,28.5,-1.5
Nanded,Residential,20150090,2015,9,1,-0.5,28,-3
Nanded,Residential,20110100,2011,10,-4,,25,3.5
Nanded,Residential,20120100,2012,10,1,-4,21,5
Nanded,Residential,20130100,2013,10,1,3,24,9
Nanded,Residential,20140100,2014,10,1,4.5,28.5,0
Nanded,Residential,20150100,2015,10,1,1.5,30,2
Nanded,Residential,20110110,2011,11,-4,,21,-4
Nanded,Residential,20120110,2012,11,1,0.5,21.5,0.5
Nanded,Residential,20130110,2013,11,1,-7.5,14,-10
Nanded,Residential,20140110,2014,11,1,14,28,-0.5
Nanded,Residential,20150110,2015,11,1,1.5,29.5,-0.5
Nanded,Residential,20110120,2011,12,-4,,20.5,-0.5
Nanded,Residential,20120120,2012,12,1,1.5,22,0.5
Nanded,Residential,20130120,2013,12,1,-8,14,0
Nanded,Residential,20140120,2014,12,1,15.5,29.5,1.5
Nanded,Residential,20150120,2015,12,1,-1.5,28,-1.5
Nashik,Industrial,19970010,1997,1,,,19.9,-3
Nashik,Industrial,19980010,1998,1,1,9.4,29.3,-10.8
Nashik,Industrial,19990010,1999,1,1,4.8,34.1,
Nashik,Industrial,20000010,2000,1,1,-17.4,16.7,-4.9
Nashik,Industrial,20010010,2001,1,1,5.7,22.4,
Nashik,Industrial,20020010,2002,1,1,-8.9,13.5,4.1
Nashik,Industrial,20040010,2004,1,2,,22,4.4
Nashik,Industrial,20050010,2005,1,1,-0.5,21.5,-8.5
Nashik,Industrial,20060010,2006,1,1,3.8,25.3,-5.7
Nashik,Industrial,20070010,2007,1,1,7.9,33.2,3.5
Nashik,Industrial,20080010,2008,1,1,-1.1,32.1,-2.5
Nashik,Industrial,20090010,2009,1,1,2.75,34.85,2.55
Nashik,Industrial,20100010,2010,1,1,-6.85,28,-1.7
Nashik,Industrial,20110010,2011,1,1,-1,27,1
Nashik,Industrial,20120010,2012,1,1,4,31,1
Nashik,Industrial,20130010,2013,1,1,-4.5,26.5,0
Nashik,Industrial,20140010,2014,1,1,-0.5,26,0
Nashik,Industrial,20150010,2015,1,1,1,27,0
Nashik,Industrial,19970020,1997,2,-18,,19,-0.9
Nashik,Industrial,19980020,1998,2,1,11.3,30.3,1
Nashik,Industrial,19990020,1999,2,1,-4.4,25.9,-8.2
Nashik,Industrial,20000020,2000,2,1,-6.4,19.5,2.8
Nashik,Industrial,20010020,2001,2,1,12.3,31.8,9.4
Nashik,Industrial,20020020,2002,2,1,-16.2,15.6,2.1
Nashik,Industrial,20040020,2004,2,2,,28,6
Nashik,Industrial,20050020,2005,2,1,-1.5,26.5,5
Nashik,Industrial,20060020,2006,2,1,-1.2,25.3,0
Nashik,Industrial,20070020,2007,2,1,16.2,41.5,8.3
Nashik,Industrial,20080020,2008,2,1,-11.35,30.15,-1.95
Nashik,Industrial,20090020,2009,2,1,2.95,33.1,-1.75
Nashik,Industrial,20100020,2010,2,1,-3.1,30,2
Nashik,Industrial,20110020,2011,2,1,-2,28,1
Nashik,Industrial,20120020,2012,2,1,-4,24,-7
Nashik,Industrial,20130020,2013,2,1,5,29,2.5
Nashik,Industrial,20140020,2014,2,1,-5,24,-2
Nashik,Industrial,20150020,2015,2,1,2,26,-1
Nashik,Industrial,19970030,1997,3,-18,,33.1,14.1
Nashik,Industrial,19980030,1998,3,1,-2,31.1,0.8
Nashik,Industrial,19990030,1999,3,1,-0.9,30.2,4.3
Nashik,Industrial,20000030,2000,3,1,-18.9,11.3,-8.2
Nashik,Industrial,20010030,2001,3,1,13.6,24.9,-6.9
Nashik,Industrial,20020030,2002,3,1,-10.1,14.8,-0.8
Nashik,Industrial,20040030,2004,3,2,,24,-4
Nashik,Industrial,20050030,2005,3,1,7,31,4.5
Nashik,Industrial,20060030,2006,3,1,-4.45,26.55,1.25
Nashik,Industrial,20070030,2007,3,1,12.95,39.5,-2
Nashik,Industrial,20080030,2008,3,1,-19.8,19.7,-10.45
Nashik,Industrial,20090030,2009,3,1,15.3,35,1.9
Nashik,Industrial,20100030,2010,3,1,1,36,6
Nashik,Industrial,20110030,2011,3,1,-5.5,30.5,2.5
Nashik,Industrial,20120030,2012,3,1,-1.5,29,5
Nashik,Industrial,20130030,2013,3,1,3,32,3
Nashik,Industrial,20140030,2014,3,1,-7,25,1
Nashik,Industrial,20150030,2015,3,1,0,25,-1
Nashik,Industrial,19940040,1994,4,-21,,20.1,
Nashik,Industrial,19970040,1997,4,3,,43.9,10.8
Nashik,Industrial,19980040,1998,4,1,-10,33.9,2.8
Nashik,Industrial,19990040,1999,4,1,-13.2,20.7,-9.5
Nashik,Industrial,20000040,2000,4,1,-6.5,14.2,2.9
Nashik,Industrial,20010040,2001,4,1,5.3,19.5,-5.4
Nashik,Industrial,20020040,2002,4,1,-6.2,13.3,-1.5
Nashik,Industrial,20040040,2004,4,2,,27,3
Nashik,Industrial,20050040,2005,4,1,-2.15,24.85,-6.15
Nashik,Industrial,20060040,2006,4,1,2.65,27.5,0.95
Nashik,Industrial,20070040,2007,4,1,14.6,42.1,2.6
Nashik,Industrial,20080040,2008,4,1,-22.8,19.3,-0.4
Nashik,Industrial,20090040,2009,4,1,11.8,31.1,-3.9
Nashik,Industrial,20100040,2010,4,1,-8.6,22.5,-13.5
Nashik,Industrial,20110040,2011,4,1,7.5,30,-0.5
Nashik,Industrial,20120040,2012,4,1,-4.5,25.5,-3.5
Nashik,Industrial,20130040,2013,4,1,5,30.5,-1.5
Nashik,Industrial,20140040,2014,4,1,-3.5,27,2
Nashik,Industrial,20150040,2015,4,1,-5,22,-3
Nashik,Industrial,19940050,1994,5,-21,,29.8,9.7
Nashik,Industrial,19970050,1997,5,3,,23.8,-20.1
Nashik,Industrial,19980050,1998,5,1,4,27.8,-6.1
Nashik,Industrial,19990050,1999,5,1,-5.9,21.9,1.2
Nashik,Industrial,20000050,2000,5,1,2.6,24.5,10.3
Nashik,Industrial,20010050,2001,5,1,-6.5,18,-1.5
Nashik,Industrial,20020050,2002,5,1,5.2,23.2,9.9
Nashik,Industrial,20040050,2004,5,2,,23,-4
Nashik,Industrial,20050050,2005,5,1,6.5,29.5,4.65
Nashik,Industrial,20060050,2006,5,1,-1.85,27.65,0.15
Nashik,Industrial,20070050,2007,5,1,9.35,37,-5.1
Nashik,Industrial,20080050,2008,5,1,-14.8,22.2,2.9
Nashik,Industrial,20090050,2009,5,1,2.5,24.7,-6.4
Nashik,Industrial,20100050,2010,5,1,1.3,26,3.5
Nashik,Industrial,20110050,2011,5,1,3.5,29.5,-0.5
Nashik,Industrial,20120050,2012,5,1,-5,24.5,-1
Nashik,Industrial,20130050,2013,5,1,4.5,29,-1.5
Nashik,Industrial,20140050,2014,5,1,-4,25,-2
Nashik,Industrial,20150050,2015,5,1,-4,21,-1
Nashik,Industrial,19940060,1994,6,-21,,29,-0.8
Nashik,Industrial,19960060,1996,6,2,,17.5,
Nashik,Industrial,19970060,1997,6,1,-1.7,15.8,-8
Nashik,Industrial,19980060,1998,6,1,17.2,33,5.2
Nashik,Industrial,19990060,1999,6,1,-11.3,21.7,-0.2
Nashik,Industrial,20000060,2000,6,1,-5.2,16.5,-8
Nashik,Industrial,20010060,2001,6,1,-1.3,15.2,-2.8
Nashik,Industrial,20020060,2002,6,1,-1.6,13.6,-9.6
Nashik,Industrial,20040060,2004,6,2,,25.5,2.5
Nashik,Industrial,20050060,2005,6,1,-4,21.5,-8
Nashik,Industrial,20060060,2006,6,1,5.25,26.75,-0.9
Nashik,Industrial,20070060,2007,6,1,6.25,33,-4
Nashik,Industrial,20080060,2008,6,1,-11.85,21.15,-1.05
Nashik,Industrial,20090060,2009,6,1,2.45,23.6,-1.1
Nashik,Industrial,20100060,2010,6,1,3.4,27,1
Nashik,Industrial,20110060,2011,6,1,2,29,-0.5
Nashik,Industrial,20120060,2012,6,1,-2,27,2.5
Nashik,Industrial,20130060,2013,6,1,5.5,32.5,3.5
Nashik,Industrial,20140060,2014,6,1,-6,26.5,1.5
Nashik,Industrial,20150060,2015,6,1,-7.5,19,-2
Nashik,Industrial,19940070,1994,7,-21,,26.8,-2.2
Nashik,Industrial,19960070,1996,7,2,,22.7,5.2
Nashik,Industrial,19970070,1997,7,1,-3.3,19.4,3.6
Nashik,Industrial,19980070,1998,7,1,14.2,33.6,0.6
Nashik,Industrial,19990070,1999,7,1,-19.6,14,-7.7
Nashik,Industrial,20000070,2000,7,1,2.7,16.7,0.2
Nashik,Industrial,20010070,2001,7,1,-2.7,14,-1.2
Nashik,Industrial,20020070,2002,7,1,4.2,18.2,4.6
Nashik,Industrial,20040070,2004,7,2,,24.5,-1
Nashik,Industrial,20050070,2005,7,1,8.5,33,11.5
Nashik,Industrial,20060070,2006,7,1,-5.5,27.5,0.75
Nashik,Industrial,20070070,2007,7,1,5.7,33.2,0.2
Nashik,Industrial,20080070,2008,7,1,-11.55,21.65,0.5
Nashik,Industrial,20090070,2009,7,1,4.35,26,2.4
Nashik,Industrial,20100070,2010,7,1,-1,25,-2
Nashik,Industrial,20110070,2011,7,1,2,27,-2
Nashik,Industrial,20120070,2012,7,1,-1,26,-1
Nashik,Industrial,20130070,2013,7,1,0,26,-6.5
Nashik,Industrial,20140070,2014,7,1,0,26,-0.5
Nashik,Industrial,20150070,2015,7,1,-16,10,-9
Nashik,Industrial,19940080,1994,8,-21,,28.4,1.6
Nashik,Industrial,19960080,1996,8,2,,28.8,6.1
Nashik,Industrial,19970080,1997,8,1,0.1,28.9,9.5
Nashik,Industrial,19990080,1999,8,2,,19.4,5.4
Nashik,Industrial,20000080,2000,8,1,-6.8,12.6,-4.1
Nashik,Industrial,20010080,2001,8,1,7.1,19.7,5.7
Nashik,Industrial,20020080,2002,8,1,-3.1,16.6,-1.6
Nashik,Industrial,20040080,2004,8,2,,26,1.5
Nashik,Industrial,20050080,2005,8,1,4.5,30.5,-2.5
Nashik,Industrial,20060080,2006,8,1,-3.5,27,-0.5
Nashik,Industrial,20070080,2007,8,1,9.2,36.2,3
Nashik,Industrial,20080080,2008,8,1,-11.2,25,3.35
Nashik,Industrial,20090080,2009,8,1,3.2,28.2,2.2
Nashik,Industrial,20100080,2010,8,1,-6.2,22,-3
Nashik,Industrial,20110080,2011,8,1,4,26,-1
Nashik,Industrial,20120080,2012,8,1,-1.5,24.5,-1.5
Nashik,Industrial,20130080,2013,8,1,3.5,28,2
Nashik,Industrial,20140080,2014,8,1,-2,26,0
Nashik,Industrial,20150080,2015,8,1,-16,10,0
Nashik,Industrial,19940090,1994,9,-21,,30.4,2
Nashik,Industrial,19960090,1996,9,2,,38.1,9.3
Nashik,Industrial,19970090,1997,9,1,1,39.1,10.2
Nashik,Industrial,19990090,1999,9,2,,20.6,1.2
Nashik,Industrial,20000090,2000,9,1,0.5,21.1,8.5
Nashik,Industrial,20010090,2001,9,1,-9.7,11.4,-8.3
Nashik,Industrial,20020090,2002,9,1,8.9,20.3,3.7
Nashik,Industrial,20040090,2004,9,2,,20,-6
Nashik,Industrial,20050090,2005,9,1,12,32,1.5
Nashik,Industrial,20060090,2006,9,1,-0.85,31.15,4.15
Nashik,Industrial,20070090,2007,9,1,5.7,36.85,0.65
Nashik,Industrial,20080090,2008,9,1,-7.15,29.7,4.7
Nashik,Industrial,20090090,2009,9,1,-2.1,27.6,-0.6
Nashik,Industrial,20100090,2010,9,1,-4.6,23,1
Nashik,Industrial,20110090,2011,9,1,2,25,-1
Nashik,Industrial,20120090,2012,9,1,4,29,4.5
Nashik,Industrial,20130090,2013,9,1,-1,28,0
Nashik,Industrial,20140090,2014,9,1,-3.5,24.5,-1.5
Nashik,Industrial,20150090,2015,9,1,-3.5,21,11
Nashik,Industrial,19960100,1996,10,-19,,28.1,-10
Nashik,Industrial,19970100,1997,10,1,11.1,39.2,0.1
Nashik,Industrial,19990100,1999,10,2,,24.9,4.3
Nashik,Industrial,20000100,2000,10,1,-4.8,20.1,-1
Nashik,Industrial,20010100,2001,10,1,-10.3,9.8,-1.6
Nashik,Industrial,20020100,2002,10,1,7.5,17.3,-3
Nashik,Industrial,20040100,2004,10,2,,24.5,4.5
Nashik,Industrial,20050100,2005,10,1,4.5,29,-3
Nashik,Industrial,20060100,2006,10,1,-0.95,28.05,-3.1
Nashik,Industrial,20070100,2007,10,1,8.25,36.3,-0.55
Nashik,Industrial,20080100,2008,10,1,-11.8,24.5,-5.2
Nashik,Industrial,20090100,2009,10,1,4,28.5,0.9
Nashik,Industrial,20100100,2010,10,1,-5.5,23,0
Nashik,Industrial,20110100,2011,10,1,5.5,28.5,3.5
Nashik,Industrial,20120100,2012,10,1,-2.5,26,-3
Nashik,Industrial,20130100,2013,10,1,4,30,2
Nashik,Industrial,20140100,2014,10,1,-2,28,3.5
Nashik,Industrial,20150100,2015,10,1,-2,26,5
Nashik,Industrial,19940110,1994,11,-21,,25.7,
Nashik,Industrial,19960110,1996,11,2,,28.4,0.3
Nashik,Industrial,19970110,1997,11,1,9.1,37.5,-1.7
Nashik,Industrial,19990110,1999,11,2,,24.7,-0.2
Nashik,Industrial,20010110,2001,11,2,,15.7,5.9
Nashik,Industrial,20020110,2002,11,1,3.2,18.9,1.6
Nashik,Industrial,20040110,2004,11,2,,29.5,5
